Task lang,Aux lang,Accuracy,Rank,Accuracy level,Overlap word-level,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
sa,en,0.1632,37,24,0.0021231422505307,16622,230,72.2695652173913,0.1746279711803919,0.6564459930313589,0.5387261750102447,1.0,0.7901,0.6879,0.3918,0.5782,0.1262
sa,it,0.0114,57,4,0.0021231422505307,14167,230,61.595652173913045,0.2090539911907565,0.6564459930313589,0.4644922028930331,1.0,0.6883,0.6054,0.4359,0.4865,0.1277
sa,ca,0.1637,36,25,0.0021231422505307,16678,230,72.51304347826087,0.1431069684669108,0.6564459930313589,0.6115198496789881,0.9638,0.624,0.6055,0.3333,0.5662,0.0242
sa,hi,0.2203,21,40,0.0360934182590233,16647,230,72.37826086956522,0.072831563624156,0.6564459930313589,0.7904129343320364,0.9176,0.7451,0.696,0.4788,0.6096,0.0511
sa,pl,0.2845,6,55,0.0021231422505307,17246,230,74.98260869565217,0.4049278834815912,0.6564459930313589,0.1468048882705494,1.0,0.7132,0.6065,0.4744,0.4708,0.3174
sa,de,0.1237,45,16,0.0021231422505307,15590,230,67.78260869565217,0.2724193133980275,0.6564459930313589,0.3422352907040912,1.0,0.7023,0.617,0.5253,0.4804,0.3381
sa,fro,0.1632,37,24,0.0010615711252653,17678,230,76.86086956521739,0.0937745835963677,0.6564459930313589,0.7347027967967272,0.8934,0.59,0.5354,0.4196,0.4824,0.0699
sa,es,0.2084,26,35,0.0021231422505307,17680,230,76.8695652173913,0.1474296839146102,0.6564459930313589,0.6012642629498167,1.0,0.5952,0.552,0.4196,0.5,0.169
sa,fr,0.1051,48,13,0.0021231422505307,16448,230,71.51304347826087,0.2057620460579268,0.6564459930313589,0.4713528905918311,0.9248,0.5632,0.5153,0.4196,0.4713,0.0403
sa,fi,0.0228,56,5,0.0021231422505307,18723,230,81.40434782608696,0.3189427368077481,0.6564459930313589,0.264336984319403,1.0,0.6478,0.631,0.5399,0.5713,0.0066
sa,grc,0.1703,35,26,0.0010615711252653,17081,230,74.26521739130435,0.1730742274014335,0.6564459930313589,0.5422062941931644,1.0,0.6218,0.5294,0.3333,0.3996,0.0952
sa,no,0.0076,58,3,0.0021231422505307,20045,230,87.15217391304348,0.1846147253241721,0.6564459930313589,0.5166250162345924,0.8136,0.4702,0.4916,0.4477,0.5086,0.0643
sa,ar,0.2969,4,57,0.0010615711252653,19738,230,85.81739130434782,4.7672168034857886e-06,0.6564459930313589,0.9999854757297816,1.0,0.6533,0.6042,0.4359,0.4766,0.3511
sa,la,0.001,60,1,0.0010615711252653,18400,230,80.0,0.1715984617000315,0.6564459930313589,0.5455221309628917,0.9638,0.5549,0.5312,0.3776,0.4985,0.0798
sa,et,0.0257,55,6,0.0021231422505307,26197,230,113.9,0.3337469262526225,0.6564459930313589,0.2416559070221007,0.9248,0.4878,0.5054,0.4196,0.5006,0.0702
sa,ko,0.2607,8,53,0.0010615711252653,27363,230,118.9695652173913,0.2977608806802764,0.6564459930313589,0.2985579904090581,0.9304,0.6366,0.6287,0.5804,0.5835,0.0552
sa,ja,0.1827,31,30,0.0,57256,230,248.9391304347826,0.0003197953309881,0.6564459930313589,0.999025913972003,0.9248,0.44,0.4598,0.3743,0.4845,0.0676
sa,ru,0.1522,40,21,0.0021231422505307,61889,230,269.0826086956522,0.2241205920170711,0.6564459930313589,0.4337340350695752,0.9176,0.5398,0.5471,0.3333,0.5239,0.0519
sa,cs,0.1927,29,32,0.0021231422505307,87913,230,382.2304347826087,0.1727176492441835,0.6564459930313589,0.5430065487674173,0.9304,0.622,0.5574,0.33,0.4744,0.198
fo,bxr,0.2739999999999999,40,21,0.0072276716572018,927,1208,0.7673841059602649,0.6023336111441838,0.4592223802750118,0.0971183607509045,0.9248,0.6891,0.5895,0.3661,0.5284,0.1532
fo,kmr,0.3145,33,28,0.0056788848735157,754,1208,0.6241721854304636,0.3877346961448728,0.4592223802750118,0.0242335124251179,1.0,0.5943,0.5077,0.3333,0.3122,0.0547
fo,hsb,0.4055,15,46,0.0152297367062467,646,1208,0.5347682119205298,0.5423194196193881,0.4592223802750118,0.0327434932674361,0.9176,0.5078,0.508,0.4196,0.4688,0.0406
fo,kk,0.3399,27,34,0.0110996386164171,1078,1208,0.8923841059602649,0.6191198786039454,0.4592223802750118,0.1212375768102646,0.5804,0.4667,0.4624,0.3333,0.4336,0.069
fo,hy,0.3131,34,27,0.0069695405265875,564,1208,0.466887417218543,0.5479001354751306,0.4592223802750118,0.0372892193038117,0.9078,0.5313,0.5248,0.4196,0.5152,0.1897
fo,swl,0.0361,60,1,0.0002581311306143,203,1208,0.168046357615894,0.4872907625542468,0.4592223802750118,0.0037358435022971,0.9304,0.5531,0.5436,0.3776,0.476,0.065
fo,lt,0.3775,21,40,0.0020650490449148,263,1208,0.2177152317880794,0.5654157163591126,0.4592223802750118,0.053474710033475,1.0,0.7433,0.6414,0.4161,0.5776,0.3083
fo,be,0.1753,51,10,0.0074858027878162,393,1208,0.3253311258278146,0.5525618374558304,0.4592223802750118,0.0413127829366528,1.0,0.8912,0.7523,0.6224,0.5835,0.1954
fo,mr,0.25,46,15,0.000774393391843,466,1208,0.3857615894039735,0.5290718671000361,0.4592223802750118,0.023135577726239,0.9248,0.622,0.5846,0.4196,0.5174,0.2834
fo,cop,0.2993,37,24,0.0005162622612287,514,1208,0.4254966887417218,0.4940717882085432,0.4592223802750118,0.0057589686935369,0.9176,0.4915,0.4709,0.3776,0.4596,0.068
fo,ta,0.2895,38,23,0.0090345895715023,600,1208,0.4966887417218543,0.5614149588826524,0.4592223802750118,0.0495213670404356,1.0,0.6193,0.5879,0.4867,0.4674,0.3488
fo,ga,0.4057,14,47,0.0129065565307176,1020,1208,0.8443708609271523,0.3499300699300699,0.4592223802750118,0.0566412882909183,0.9078,0.5463,0.5184,0.4196,0.4867,0.072
fo,hu,0.3831,20,41,0.0209086215797625,1800,1208,1.490066225165563,0.4546198320061089,0.4592223802750118,0.0001004501554186,1.0,0.654,0.5689,0.3776,0.4955,0.1063
fo,te,0.2624,42,19,0.0005162622612287,1328,1208,1.099337748344371,0.3446196660482374,0.4592223802750118,0.0622792991060985,1.0,0.6711,0.5901,0.3776,0.5612,0.1437
fo,af,0.3262,29,32,0.0167785234899328,1934,1208,1.6009933774834435,0.203484865408243,0.4592223802750118,0.3101292940512055,0.9248,0.4718,0.4405,0.2301,0.3886,0.032
fo,vi,0.3983,16,45,0.0201342281879194,3000,1208,2.4834437086092715,0.1568043561492321,0.4592223802750118,0.4336798584332623,0.9248,0.5342,0.5223,0.4196,0.4788,0.076
fo,ug,0.3343,28,33,0.0077439339184305,3456,1208,2.8609271523178808,0.4374610522567435,0.4592223802750118,0.0022455601880416,0.9638,0.4801,0.5246,0.4477,0.5505,0.0614
fo,el,0.1739,52,9,0.0149716055756324,2521,1208,2.0869205298013247,0.2837253360022877,0.4592223802750118,0.1460472965627038,1.0,0.6315,0.606,0.4359,0.5985,0.1452
fo,sme,0.5292,1,60,0.0077439339184305,3122,1208,2.584437086092715,0.4513223794042703,0.4592223802750118,0.0002959430788502,0.9248,0.4484,0.4465,0.4161,0.3789,0.0377
fo,gl,0.3113,35,26,0.0252968508002065,3993,1208,3.3054635761589406,0.2302721876615389,0.4592223802750118,0.2485626874410556,0.8934,0.6343,0.5738,0.3743,0.5006,0.1415
fo,sr,0.4473,5,56,0.0273618998451213,3891,1208,3.221026490066225,0.3111760696308725,0.4592223802750118,0.1039319528456395,1.0,0.6717,0.638,0.33,0.5726,0.3122
fo,got,0.2251,49,12,0.0077439339184305,5401,1208,4.471026490066225,0.1811019353439708,0.4592223802750118,0.3667919033167139,1.0,0.5833,0.5723,0.4161,0.4688,0.4158
fo,tr,0.317,30,31,0.0064532782653588,5635,1208,4.664735099337748,0.5061541783632045,0.4592223802750118,0.0104445154461339,0.427,0.4565,0.465,0.3743,0.4938,0.0405
fo,zh,0.1732,53,8,0.0002581311306143,4997,1208,4.13658940397351,0.9869043288468534,0.4592223802750118,1.3203783198187855,0.427,0.4175,0.4084,0.2851,0.3947,0.0339
fo,ur,0.2763,39,22,0.019101703665462,5130,1208,4.246688741721854,0.1056406117958751,0.4592223802750118,0.5928347282525369,0.9304,0.6738,0.5936,0.3743,0.5194,0.2398
fo,cu,0.1286,57,4,0.0002581311306143,6337,1208,5.245860927152318,0.1959524016329366,0.4592223802750118,0.3286673671122112,0.5295,0.448,0.4512,0.3776,0.4379,0.041
fo,sv,0.4681,3,58,0.0472379969024264,6026,1208,4.98841059602649,0.2404336943809909,0.4592223802750118,0.2269883818938103,0.4601,0.4358,0.506,0.4565,0.5804,0.0362
fo,da,0.4916,2,59,0.0498193082085699,5512,1208,4.562913907284768,0.2897915761056075,0.4592223802750118,0.1361252384899143,0.9176,0.4763,0.5234,0.4565,0.5849,0.0775
fo,id,0.3607,25,36,0.0593701600413009,5593,1208,4.629966887417218,0.2927781145801758,0.4592223802750118,0.1313686038624336,0.9304,0.6075,0.5447,0.33,0.4753,0.3001
fo,uk,0.168,55,6,0.0206504904491481,5873,1208,4.861754966887418,0.4399821508255243,0.4592223802750118,0.0017553931657783,1.0,0.7166,0.6246,0.4161,0.5014,0.3549
fo,fa,0.2521,45,16,0.0005162622612287,5997,1208,4.964403973509934,0.15688157524207,0.4592223802750118,0.4334584160115977,1.0,0.615,0.5914,0.3776,0.4891,0.3776
fo,he,0.3463,26,35,0.0152297367062467,6216,1208,5.145695364238411,0.4067013046511386,0.4592223802750118,0.0130804032527477,0.9386,0.4801,0.4363,0.2817,0.3411,0.0203
fo,eu,0.4102,11,50,0.0263293753226639,8993,1208,7.444536423841059,0.3519527880166261,0.4592223802750118,0.0545641217160007,0.9304,0.5815,0.5612,0.4601,0.483,0.0483
fo,lv,0.3149,32,29,0.0237480640165203,7703,1208,6.376655629139073,0.37546297265061,0.4592223802750118,0.0332675718687248,1.0,0.4781,0.5153,0.3776,0.6082,0.1358
fo,sl,0.3659,24,37,0.032266391326794,8000,1208,6.622516556291391,0.3676498731122853,0.4592223802750118,0.0397634555908116,1.0,0.7321,0.6202,0.4196,0.5421,0.2725
fo,hr,0.406,13,48,0.0389778007227671,8889,1208,7.358443708609271,0.2981575694863614,0.4592223802750118,0.1230141989355874,0.9304,0.5914,0.5376,0.2263,0.4618,0.2657
fo,ro,0.392,18,43,0.0407847186370676,9524,1208,7.8841059602649,0.2570438554726763,0.4592223802750118,0.1938313212520921,0.0,0.656,0.5838,0.3277,0.4878,0.1027
fo,sk,0.3745,22,39,0.0276200309757356,10604,1208,8.778145695364238,0.4130087201061381,0.4592223802750118,0.0101273225501085,0.9766,0.7644,0.7402,0.5859,0.7127,0.0523
fo,bg,0.2563,44,17,0.0221992772328342,11138,1208,9.22019867549669,0.2891950325041875,0.4592223802750118,0.1370854841293783,0.9724,0.6349,0.5671,0.4034,0.4408,0.2649
fo,pt,0.4628,4,57,0.0498193082085699,12078,1208,9.998344370860927,0.1985895453616555,0.4592223802750118,0.3221159018839203,0.9896,0.6237,0.557,0.5609,0.4528,0.2754
fo,nl,0.3068,36,25,0.0456892101187403,13583,1208,11.244205298013243,0.2163749886307094,0.4592223802750118,0.2796538455701385,0.9819,0.5022,0.4786,0.195,0.4701,0.0198
fo,en,0.4436,7,54,0.0544656685596282,16622,1208,13.759933774834437,0.1746279711803919,0.4592223802750118,0.3840666854896775,0.9744,0.6216,0.5505,0.3433,0.4149,0.1526
fo,it,0.2124,50,11,0.0536912751677852,14167,1208,11.727649006622515,0.2090539911907565,0.4592223802750118,0.2967691640558669,0.9744,0.5482,0.5038,0.195,0.4714,0.0506
fo,ca,0.3961,17,44,0.0451729478575116,16678,1208,13.806291390728475,0.1431069684669108,0.4592223802750118,0.4738547615824671,0.9896,0.6168,0.5538,0.4121,0.3845,0.0737
fo,hi,0.2728,41,20,0.014713474445018,16647,1208,13.780629139072849,0.072831563624156,0.4592223802750118,0.7079580124812427,0.9819,0.3993,0.3648,0.1864,0.3861,0.0245
fo,pl,0.3883,19,42,0.0209086215797625,17246,1208,14.276490066225165,0.4049278834815912,0.4592223802750118,0.0139786597556305,0.9896,0.4924,0.4567,0.3695,0.4251,0.0791
fo,de,0.3152,31,30,0.0766649457924625,15590,1208,12.905629139072849,0.2724193133980275,0.4592223802750118,0.1654710083837905,0.9819,0.6363,0.6169,0.432,0.5408,0.2967
fo,fro,0.2324,48,13,0.010325245224574,17678,1208,14.6341059602649,0.0937745835963677,0.4592223802750118,0.6332928794984419,0.9638,0.5549,0.5312,0.3776,0.4985,0.0798
fo,es,0.4331,10,51,0.0536912751677852,17680,1208,14.635761589403971,0.1474296839146102,0.4592223802750118,0.4609839287828191,0.9744,0.5022,0.477,0.195,0.3926,0.0817
fo,fr,0.3695,23,38,0.0622096024780588,16448,1208,13.6158940397351,0.2057620460579268,0.4592223802750118,0.304630873494496,0.9724,0.5557,0.5249,0.471,0.4062,0.0778
fo,fi,0.4429999999999999,8,53,0.02787816210635,18723,1208,15.499172185430464,0.3189427368077481,0.4592223802750118,0.093313228620522,0.9744,0.4939,0.5069,0.2566,0.5026,0.0172
fo,grc,0.1047,58,3,0.0002581311306143,17081,1208,14.139900662251655,0.1730742274014335,0.4592223802750118,0.3882717588091027,0.9766,0.5291,0.5081,0.1864,0.453,0.0382
fo,no,0.4403,9,52,0.0949922560660815,20045,1208,16.593543046357617,0.1846147253241721,0.4592223802750118,0.3575849140103957,0.9724,0.6118,0.526,0.4034,0.4057,0.1654
fo,ar,0.0805,59,2,0.0002581311306143,19738,1208,16.339403973509935,4.7672168034857886e-06,0.4592223802750118,0.9999792379802732,0.9744,0.6487,0.571,0.3455,0.523,0.1226
fo,la,0.1633,56,5,0.0046463603510583,18400,1208,15.2317880794702,0.1715984617000315,0.4592223802750118,0.3922869915772982,0.9896,0.5452,0.4827,0.3277,0.4522,0.0589
fo,et,0.4459,6,55,0.0508518327310273,26197,1208,21.686258278145694,0.3337469262526225,0.4592223802750118,0.074657159294944,0.9766,0.4981,0.4858,0.195,0.434,0.066
fo,ko,0.1712,54,7,0.0180691791430046,27363,1208,22.651490066225165,0.2977608806802764,0.4592223802750118,0.1236208919624391,0.9705,0.5125,0.4787,0.3277,0.4618,0.0596
fo,ja,0.2393,47,14,0.0,57256,1208,47.397350993377486,0.0003197953309881,0.4592223802750118,0.9986077160240028,0.9791,0.4434,0.4723,0.195,0.5079,0.1182
fo,ru,0.2605,43,18,0.0340733092410944,61889,1208,51.23261589403973,0.2241205920170711,0.4592223802750118,0.26209924770309,0.9724,0.4793,0.4325,0.2736,0.327,0.0694
fo,cs,0.4099,12,49,0.069695405265875,87913,1208,72.77566225165563,0.1727176492441835,0.4592223802750118,0.3892400368834675,0.967,0.6756,0.5573,0.3277,0.4484,0.2708
bxr,kmr,0.4694,6,54,0.0019766752322593,754,927,0.8133764832793959,0.3877346961448728,0.6023336111441838,0.1269348421939327,0.9744,0.8105,0.6789,0.529,0.4062,0.1378
bxr,hsb,0.4069,30,30,0.0045463530341964,646,927,0.6968716289104638,0.5423194196193881,0.6023336111441838,0.0099273589113452,0.9744,0.5759,0.5413,0.3433,0.4829,0.2417
bxr,kk,0.4679,7,53,0.0112670488238782,1078,927,1.162891046386192,0.6191198786039454,0.6023336111441838,0.0007766656196017,0.9766,0.4236,0.442,0.2736,0.4805,0.0515
bxr,hy,0.4639999999999999,8,52,0.0035580154180668,564,927,0.6084142394822006,0.5479001354751306,0.6023336111441838,0.0081669131088522,0.967,0.6484,0.5941,0.427,0.4425,0.2984
bxr,swl,0.4455,13,47,0.0001976675232259,203,927,0.2189859762675296,0.4872907625542468,0.6023336111441838,0.0364791791465063,0.9791,0.4483,0.4373,0.195,0.3028,0.0285
bxr,lt,0.3832,43,17,0.0013836726625815,263,927,0.2837108953613808,0.5654157163591126,0.6023336111441838,0.0037566406981994,0.9744,0.6237,0.5446,0.2736,0.4963,0.0919
bxr,be,0.4197,24,36,0.0045463530341964,393,927,0.4239482200647249,0.5525618374558304,0.6023336111441838,0.0068279768369023,0.9744,0.5669,0.5237,0.2736,0.5497,0.1038
bxr,mr,0.4262,20,40,0.0001976675232259,466,927,0.5026968716289104,0.5290718671000361,0.6023336111441838,0.0147938193087708,0.9744,0.4896,0.4837,0.3064,0.5026,0.0591
bxr,cop,0.3979,35,25,0.0001976675232259,514,927,0.5544768069039914,0.4940717882085432,0.6023336111441838,0.0323055005738081,0.9744,0.4734,0.4734,0.195,0.5098,0.0733
bxr,ta,0.4757,4,56,0.0045463530341964,600,927,0.6472491909385113,0.5614149588826524,0.6023336111441838,0.0046149653596726,0.0,0.4405,0.4589,0.3695,0.5153,0.0387
bxr,ga,0.385,41,19,0.0041510179877446,1020,927,1.1003236245954693,0.3499300699300699,0.6023336111441838,0.1755968379914039,0.9819,0.5275,0.5309,0.432,0.5166,0.109
bxr,hu,0.4432,15,45,0.0073136983593595,1800,927,1.941747572815534,0.4546198320061089,0.6023336111441838,0.0601406091174649,0.9744,0.5029,0.4652,0.1864,0.3374,0.0434
bxr,te,0.4484,12,48,0.0001976675232259,1328,927,1.4325782092772383,0.3446196660482374,0.6023336111441838,0.1830634497033426,0.9819,0.5691,0.4958,0.3695,0.3926,0.1053
bxr,af,0.3981,34,26,0.0055346906503261,1934,927,2.086299892125135,0.203484865408243,0.6023336111441838,0.4384724035091801,0.9791,0.5621,0.5833,0.4835,0.5351,0.2471
bxr,vi,0.4428,16,44,0.0077090334058114,3000,927,3.236245954692557,0.1568043561492321,0.6023336111441838,0.547114540295097,0.9705,0.5723,0.5095,0.3277,0.2992,0.3764
bxr,ug,0.5354,1,59,0.0049416880806483,3456,927,3.728155339805826,0.4374610522567435,0.6023336111441838,0.074924276951916,0.9654,0.5266,0.5006,0.2566,0.4057,0.1184
bxr,el,0.4066,31,29,0.0071160308361336,2521,927,2.719525350593312,0.2837253360022877,0.6023336111441838,0.2797949724968399,0.9654,0.4917,0.4902,0.2566,0.4244,0.1126
bxr,sme,0.3834,42,18,0.0037556829412927,3122,927,3.3678532901833877,0.4513223794042703,0.6023336111441838,0.0628556473584748,0.9724,0.5628,0.5484,0.4576,0.5616,0.1992
bxr,gl,0.4084,29,31,0.0079067009290373,3993,927,4.307443365695793,0.2302721876615389,0.6023336111441838,0.3815531913024947,0.9687,0.5434,0.5327,0.2736,0.4805,0.0819
bxr,sr,0.3696,46,14,0.0061276932200039,3891,927,4.197411003236246,0.3111760696308725,0.6023336111441838,0.2336586649394032,0.9638,0.5263,0.4968,0.39,0.4617,0.1129
bxr,got,0.4143,26,34,0.0001976675232259,5401,927,5.826321467098167,0.1811019353439708,0.6023336111441838,0.4890664231721229,0.9766,0.5098,0.5139,0.2736,0.526,0.078
bxr,tr,0.4568,9,51,0.0001976675232259,5635,927,6.078748651564186,0.5061541783632045,0.6023336111441838,0.0254970670882407,0.9724,0.5718,0.5318,0.4034,0.5256,0.2468
bxr,zh,0.4548,11,49,0.0001976675232259,4997,927,5.390507011866236,0.9869043288468534,0.6023336111441838,0.407641348149193,0.9819,0.6601,0.5952,0.5096,0.4955,0.2943
bxr,ur,0.3394,53,7,0.008697371021941,5130,927,5.533980582524272,0.1056406117958751,0.6023336111441838,0.6799889908151244,0.9705,0.6253,0.5557,0.0,0.404,0.334
bxr,cu,0.3974,36,24,0.0021743427554852,6337,927,6.836030204962244,0.1959524016329366,0.6023336111441838,0.4551903441205542,0.9687,0.5298,0.5127,0.3455,0.5145,0.0608
bxr,sv,0.3817,44,16,0.0075113658825854,6026,927,6.500539374325782,0.2404336943809909,0.6023336111441838,0.360996316191686,0.9724,0.5424,0.4898,0.2804,0.3673,0.0686
bxr,da,0.3647,48,12,0.0075113658825854,5512,927,5.946062567421791,0.2897915761056075,0.6023336111441838,0.2692419175477439,0.9724,0.5335,0.5424,0.39,0.5077,0.1313
bxr,id,0.4724,5,55,0.0104763787309745,5593,927,6.033441208198489,0.2927781145801758,0.6023336111441838,0.2641209456117337,0.9791,0.5482,0.4856,0.195,0.4797,0.2043
bxr,uk,0.4552,10,50,0.0169994069974303,5873,927,6.335490830636462,0.4399821508255243,0.6023336111441838,0.0726504322284228,0.9724,0.5053,0.5195,0.3776,0.5365,0.218
bxr,fa,0.4094,28,32,0.0005930025696778,5997,927,6.46925566343042,0.15688157524207,0.6023336111441838,0.5469249050384959,0.9744,0.5498,0.5354,0.2677,0.4345,0.0778
bxr,he,0.3957,37,23,0.0065230282664558,6216,927,6.705501618122978,0.4067013046511386,0.6023336111441838,0.1054889462820927,0.631,0.7341,0.7139,0.6082,0.6792,0.0333
bxr,eu,0.4438,14,46,0.0065230282664558,8993,927,9.70118662351672,0.3519527880166261,0.6023336111441838,0.1727937100206335,1.0,0.7252,0.6352,0.4498,0.5106,0.2709
bxr,lv,0.3769,45,15,0.0061276932200039,7703,927,8.309600862998922,0.37546297265061,0.6023336111441838,0.1418673283986195,1.0,0.6596,0.6471,0.6123,0.5861,0.3183
bxr,sl,0.4315,18,42,0.0077090334058114,8000,927,8.629989212513484,0.3676498731122853,0.6023336111441838,0.1518069999632499,0.6875,0.4283,0.4089,0.0,0.392,0.0623
bxr,hr,0.4217,23,37,0.0081043684522632,8889,927,9.588996763754045,0.2981575694863614,0.6023336111441838,0.2550209220607557,1.0,0.5563,0.5323,0.2871,0.4299,0.1022
bxr,ro,0.4018,33,27,0.0098833761612967,9524,927,10.274002157497304,0.2570438554726763,0.6023336111441838,0.3286193942743925,0.6667,0.4761,0.4194,0.0,0.315,0.0435
bxr,sk,0.3563,50,10,0.0081043684522632,10604,927,11.439050701186623,0.4130087201061381,0.6023336111441838,0.0987964261597547,1.0,0.6487,0.614,0.369,0.4664,0.07
bxr,bg,0.4396,17,43,0.0221387626013046,11138,927,12.015102481121898,0.2891950325041875,0.6023336111441838,0.2702706932401653,1.0,0.5367,0.5133,0.2677,0.4676,0.1054
bxr,pt,0.4098,27,33,0.0100810436845226,12078,927,13.029126213592232,0.1985895453616555,0.6023336111441838,0.4493017477634758,0.7323,0.4275,0.4388,0.319,0.3459,0.006
bxr,nl,0.2819,56,4,0.0081043684522632,13583,927,14.652642934196331,0.2163749886307094,0.6023336111441838,0.4105889896690274,1.0,0.6335,0.6165,0.4745,0.5038,0.3112
bxr,en,0.4277,19,41,0.008697371021941,16622,927,17.93096008629989,0.1746279711803919,0.6023336111441838,0.5042149959782197,0.9248,0.4878,0.5054,0.4196,0.5006,0.0702
bxr,it,0.3002,55,5,0.0104763787309745,14167,927,15.282632146709815,0.2090539911907565,0.6023336111441838,0.4263131084858368,0.9744,0.5022,0.477,0.195,0.3926,0.0817
bxr,ca,0.3676,47,13,0.0092903735916188,16678,927,17.991370010787488,0.1431069684669108,0.6023336111441838,0.581272740086036,0.5765,0.5391,0.543,0.4359,0.4832,0.0153
bxr,hi,0.4045,32,28,0.0073136983593595,16647,927,17.957928802588995,0.072831563624156,0.6023336111441838,0.7727892841525253,0.8934,0.4815,0.5316,0.319,0.5797,0.0838
bxr,pl,0.4245,21,39,0.0071160308361336,17246,927,18.604099244875943,0.4049278834815912,0.6023336111441838,0.1074101449242728,0.631,0.4477,0.4371,0.2677,0.3697,0.048
bxr,de,0.3505,52,8,0.0100810436845226,15590,927,16.817691477885653,0.2724193133980275,0.6023336111441838,0.3000047136050196,0.9014,0.5758,0.526,0.359,0.4086,0.1347
bxr,fro,0.3875,39,21,0.0003953350464518,17678,927,19.07011866235167,0.0937745835963677,0.6023336111441838,0.7128670473000338,0.8934,0.6412,0.5792,0.3918,0.4757,0.0888
bxr,es,0.4152,25,35,0.0090927060683929,17680,927,19.0722761596548,0.1474296839146102,0.6023336111441838,0.5703811651353818,1.0,0.4988,0.494,0.2677,0.4278,0.0254
bxr,fr,0.3344,54,6,0.0112670488238782,16448,927,17.743257820927724,0.2057620460579268,0.6023336111441838,0.4334798817676764,0.4788,0.3352,0.3291,0.0,0.3753,0.0315
bxr,fi,0.3859,40,20,0.0081043684522632,18723,927,20.197411003236247,0.3189427368077481,0.6023336111441838,0.2213591741931325,0.9078,0.4938,0.4799,0.2677,0.4086,0.0234
bxr,grc,0.3598,49,11,0.0001976675232259,17081,927,18.426105717367854,0.1730742274014335,0.6023336111441838,0.5078850149002463,0.5804,0.4859,0.4597,0.0,0.4147,0.1578
bxr,no,0.2465,58,2,0.0096857086380707,20045,927,21.623516720604098,0.1846147253241721,0.6023336111441838,0.4809434623583762,0.5765,0.4825,0.4898,0.195,0.4236,0.0125
bxr,ar,0.1935,59,1,0.0001976675232259,19738,927,21.292340884573893,4.7672168034857886e-06,0.6023336111441838,0.9999841709051264,1.0,0.6824,0.6126,0.3862,0.5366,0.2528
