Task lang,Aux lang,Accuracy,Rank,Accuracy level,Overlap word-level,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
yue,swl,0.0728,46,15,0.0,203,650,0.3123076923076923,0.4872907625542468,1.0,0.2628707621622057,1.0,0.7605,0.7242,0.5641,0.6566,0.0757
yue,lt,0.2168,12,49,0.0,263,650,0.4046153846153846,0.5654157163591126,1.0,0.1888634995876633,1.0,0.6413,0.5624,0.439,0.448,0.2665
yue,be,0.103,40,21,0.0,393,650,0.6046153846153847,0.5525618374558304,1.0,0.2002009093009027,1.0,0.6196,0.5291,0.5096,0.3638,0.2641
yue,mr,0.2339,5,56,0.0,466,650,0.7169230769230769,0.5290718671000361,1.0,0.2217733063566461,1.0,0.5245,0.4912,0.2677,0.4657,0.0442
yue,cop,0.0902,42,19,0.0,514,650,0.7907692307692308,0.4940717882085432,1.0,0.2559633554865011,1.0,0.604,0.5496,0.3862,0.4756,0.1717
yue,ta,0.2312,7,54,0.0,600,650,0.9230769230769232,0.5614149588826524,1.0,0.1923568382919055,1.0,0.5177,0.488,0.2677,0.4818,0.0724
yue,ga,0.1223,35,26,0.0,1020,650,1.5692307692307692,0.3499300699300699,1.0,0.4225909139811238,1.0,0.607,0.5664,0.4467,0.5074,0.0889
yue,hu,0.2336,6,55,0.0,1800,650,2.769230769230769,0.4546198320061089,1.0,0.2974395276410448,1.0,0.5307,0.4618,0.3141,0.4517,0.1027
yue,te,0.2695,2,59,0.0,1328,650,2.043076923076923,0.3446196660482374,1.0,0.4295233821307238,1.0,0.6427,0.6011,0.4646,0.5056,0.2948
yue,af,0.2095,15,46,0.0,1934,650,2.9753846153846157,0.203484865408243,1.0,0.6344363596337247,1.0,0.6218,0.5294,0.3333,0.3996,0.0952
yue,vi,0.2203,10,51,0.0,3000,650,4.615384615384615,0.1568043561492321,1.0,0.7109788938089109,0.9819,0.3993,0.3648,0.1864,0.3861,0.0245
yue,ug,0.2457,3,58,0.0,3456,650,5.316923076923077,0.4374610522567435,1.0,0.3164500677280903,1.0,0.5367,0.5133,0.2677,0.4676,0.1054
yue,el,0.1762,25,36,0.0,2521,650,3.878461538461538,0.2837253360022877,1.0,0.5130493942850356,1.0,0.5309,0.5317,0.5,0.5222,0.1011
yue,sme,0.2104,14,47,0.0,3122,650,4.803076923076923,0.4513223794042703,1.0,0.3010471313425916,1.0,0.5415,0.5052,0.1789,0.4418,0.0286
yue,gl,0.1699,27,34,0.0,3993,650,6.143076923076923,0.2302721876615389,1.0,0.5924809050873531,1.0,0.5162,0.5202,0.2617,0.5146,0.0612
yue,sr,0.1786,23,38,0.0,3891,650,5.986153846153846,0.3111760696308725,1.0,0.4744784070491726,1.0,0.6301,0.5347,0.439,0.4572,0.1803
yue,got,0.0632,47,14,0.0,5401,650,8.30923076923077,0.1811019353439708,1.0,0.6705940402973902,1.0,0.627,0.5618,0.3881,0.5349,0.1403
yue,tr,0.1695,28,33,0.0,5635,650,8.669230769230769,0.5061541783632045,1.0,0.2438836955481216,0.6082,0.4817,0.4124,0.2617,0.3235,0.0826
yue,zh,0.4093,1,60,0.0,4997,650,7.687692307692307,0.9869043288468534,1.0,0.0001714966029513,1.0,0.533,0.5093,0.2677,0.4533,0.0883
yue,ur,0.2344,4,57,0.0,5130,650,7.892307692307693,0.1056406117958751,1.0,0.7998787152688566,1.0,0.5088,0.4761,0.3729,0.4795,0.0836
yue,cu,0.1125,38,23,0.0,6337,650,9.749230769230769,0.1959524016329366,1.0,0.6464925404398423,1.0,0.4553,0.4728,0.2677,0.5099,0.1151
yue,sv,0.1727,26,35,0.0,6026,650,9.27076923076923,0.2404336943809909,1.0,0.5769409726317098,1.0,0.505,0.474,0.3277,0.4436,0.0933
yue,da,0.0187,54,7,0.0,5512,650,8.48,0.2897915761056075,1.0,0.504396005370557,1.0,0.6812,0.5802,0.3729,0.5338,0.279
yue,id,0.0797,44,17,0.0,5593,650,8.604615384615384,0.2927781145801758,1.0,0.500162795216771,1.0,0.7894,0.688,0.5533,0.5222,0.1445
yue,uk,0.0064,59,2,0.0,5873,650,9.035384615384617,0.4399821508255243,1.0,0.3136199913940058,1.0,0.5838,0.5429,0.3862,0.4824,0.2498
yue,fa,0.1357,32,29,0.0,5997,650,9.226153846153846,0.15688157524207,1.0,0.7108486781662933,1.0,0.4643,0.463,0.3277,0.4906,0.0756
yue,he,0.0463,49,12,0.0,6216,650,9.563076923076924,0.4067013046511386,1.0,0.3520033419026611,1.0,0.6545,0.5842,0.4601,0.3995,0.2991
yue,eu,0.23,8,53,0.0,8993,650,13.835384615384616,0.3519527880166261,1.0,0.4199651889594238,1.0,0.46,0.4454,0.2677,0.3376,0.0527
yue,lv,0.0947,41,20,0.0,7703,650,11.850769230769233,0.37546297265061,1.0,0.3900464985304127,1.0,0.5737,0.477,0.1864,0.3885,0.1142
yue,sl,0.0073,57,4,0.0,8000,650,12.307692307692308,0.3676498731122853,1.0,0.3998666829749089,1.0,0.562,0.494,0.1864,0.495,0.1203
yue,hr,0.0793,45,16,0.0,8889,650,13.675384615384615,0.2981575694863614,1.0,0.4925827972692916,1.0,0.552,0.4823,0.2468,0.4201,0.08
yue,ro,0.1884,19,42,0.0,9524,650,14.652307692307692,0.2570438554726763,1.0,0.5519838326909056,1.0,0.4388,0.4276,0.2677,0.4599,0.0971
yue,sk,0.1041,39,22,0.0,10604,650,16.313846153846153,0.4130087201061381,1.0,0.3445587626714341,0.9819,0.5088,0.4662,0.3141,0.4626,0.0403
yue,bg,0.1145,37,24,0.0,11138,650,17.135384615384616,0.2891950325041875,1.0,0.505243701816723,1.0,0.5486,0.5618,0.4646,0.5823,0.1262
yue,pt,0.1398,31,30,0.0,12078,650,18.58153846153846,0.1985895453616555,1.0,0.642258716803638,1.0,0.5378,0.4966,0.2617,0.4034,0.0582
yue,nl,0.0093,55,6,0.0,13583,650,20.89692307692308,0.2163749886307094,1.0,0.6140681584435209,1.0,0.5552,0.5012,0.409,0.4676,0.1227
yue,en,0.0426,50,11,0.0,16622,650,25.57230769230769,0.1746279711803919,1.0,0.6812389859577961,1.0,0.5937,0.6096,0.439,0.5823,0.2377
yue,it,0.0073,57,4,0.0,14167,650,21.795384615384616,0.2090539911907565,1.0,0.6255955888512719,1.0,0.5935,0.536,0.3729,0.4034,0.3776
yue,ca,0.1869,20,41,0.0,16678,650,25.658461538461538,0.1431069684669108,1.0,0.7342656674899677,1.0,0.5358,0.5234,0.3141,0.5011,0.1316
yue,hi,0.1823,21,40,0.0,16647,650,25.610769230769236,0.072831563624156,1.0,0.8596413094116275,1.0,0.5139,0.5025,0.3141,0.454,0.1275
yue,pl,0.1959,17,44,0.0,17246,650,26.532307692307693,0.4049278834815912,1.0,0.3541108238576986,1.0,0.585,0.5537,0.4878,0.5551,0.2099
yue,de,0.0305,51,10,0.0,15590,650,23.984615384615385,0.2724193133980275,1.0,0.5293736555161977,1.0,0.5632,0.5414,0.3277,0.4906,0.1038
yue,fro,0.1344,33,28,0.0,17678,650,27.19692307692308,0.0937745835963677,1.0,0.8212445053359367,1.0,0.5221,0.5119,0.427,0.5617,0.1295
yue,es,0.1777,24,37,0.0,17680,650,27.2,0.1474296839146102,1.0,0.7268761438699413,1.0,0.5078,0.5185,0.3277,0.5463,0.1018
yue,fr,0.0223,52,9,0.0,16448,650,25.304615384615385,0.2057620460579268,1.0,0.6308139274820908,1.0,0.6054,0.5393,0.439,0.5071,0.2491
yue,fi,0.1491,29,32,0.0,18723,650,28.804615384615385,0.3189427368077481,1.0,0.4638389957469203,1.0,0.6768,0.6048,0.5354,0.5084,0.2822
yue,grc,0.09,43,18,0.0,17081,650,26.27846153846154,0.1730742274014335,1.0,0.683806233387736,1.0,0.674,0.5779,0.1864,0.4533,0.336
yue,no,0.0482,48,13,0.0,20045,650,30.838461538461537,0.1846147253241721,1.0,0.6648531461581753,1.0,0.562,0.5064,0.2952,0.4561,0.0754
yue,ar,0.1435,30,31,0.0,19738,650,30.366153846153846,4.7672168034857886e-06,1.0,0.9999904655891192,1.0,0.5669,0.5173,0.3333,0.448,0.0916
yue,la,0.0005,60,1,0.0,18400,650,28.307692307692307,0.1715984617000315,1.0,0.6862491086577542,1.0,0.5044,0.5314,0.427,0.552,0.1529
yue,et,0.0086,56,5,0.0,26197,650,40.30307692307692,0.3337469262526225,1.0,0.4438931582778285,1.0,0.571,0.5008,0.2677,0.4933,0.1961
yue,ko,0.125,34,27,0.0,27363,650,42.09692307692308,0.2977608806802764,1.0,0.493139780702941,1.0,0.5733,0.5412,0.4161,0.5129,0.2248
yue,ja,0.1818,22,39,0.0,57256,650,88.08615384615385,0.0003197953309881,1.0,0.9993605116070774,0.9896,0.5863,0.5537,0.409,0.4873,0.0724
yue,ru,0.0192,53,8,0.0,61889,650,95.21384615384616,0.2241205920170711,1.0,0.6019888557319402,0.7048,0.7664,0.7284,0.5426,0.6522,0.0291
yue,cs,0.1165,36,25,0.0,87913,650,135.25076923076924,0.1727176492441835,1.0,0.6843960878720697,1.0,0.7074,0.6093,0.4685,0.4769,0.2748
kpv,bxr,0.3002,32,29,0.0079455164585698,927,155,5.980645161290322,0.6023336111441838,0.7762114537444934,0.0501797383277497,1.0,0.6529,0.6113,0.6019,0.5613,0.3197
kpv,kmr,0.3074,31,30,0.0011350737797956,754,155,4.864516129032258,0.3877346961448728,0.7762114537444934,0.2504782306149448,0.6082,0.5228,0.4999,0.319,0.4517,0.0598
kpv,hsb,0.3312,23,38,0.0011350737797956,646,155,4.167741935483871,0.5423194196193881,0.7762114537444934,0.0907968471046898,1.0,0.5399,0.5226,0.4208,0.4834,0.108
kpv,kk,0.3665,9,52,0.0113507377979568,1078,155,6.95483870967742,0.6191198786039454,0.7762114537444934,0.0409586557622566,0.7323,0.5168,0.4914,0.319,0.4422,0.0385
kpv,hy,0.3492,18,43,0.0022701475595913,564,155,3.638709677419355,0.5479001354751306,0.7762114537444934,0.086515672819589,1.0,0.596,0.5589,0.4755,0.5145,0.0641
kpv,swl,0.1174,59,2,0.0011350737797956,203,155,1.3096774193548386,0.4872907625542468,0.7762114537444934,0.1385470224089269,1.0,0.5307,0.4618,0.3141,0.4517,0.1027
kpv,lt,0.3679,8,53,0.0011350737797956,263,155,1.696774193548387,0.5654157163591126,0.7762114537444934,0.073750259926297,1.0,0.6058,0.6176,0.5541,0.5633,0.3145
kpv,be,0.3665,9,52,0.0124858115777525,393,155,2.535483870967742,0.5525618374558304,0.7762114537444934,0.0830187559339339,0.8136,0.4702,0.4916,0.4477,0.5086,0.0643
kpv,mr,0.3398,20,41,0.0011350737797956,466,155,3.0064516129032257,0.5290718671000361,0.7762114537444934,0.101373522650364,0.9896,0.4924,0.4567,0.3695,0.4251,0.0791
kpv,cop,0.2628,36,25,0.0011350737797956,514,155,3.3161290322580643,0.4940717882085432,0.7762114537444934,0.1321198891298066,0.7323,0.4275,0.4388,0.319,0.3459,0.006
kpv,ta,0.324,25,36,0.0011350737797956,600,155,3.870967741935484,0.5614149588826524,0.7762114537444934,0.0765762837879636,0.7532,0.461,0.4971,0.5245,0.529,0.0094
kpv,ga,0.3182,28,33,0.0011350737797956,1020,155,6.580645161290323,0.3499300699300699,0.7762114537444934,0.3016009048169297,0.7323,0.5019,0.5261,0.3578,0.5634,0.0801
kpv,hu,0.3564,15,46,0.0022701475595913,1800,155,11.612903225806452,0.4546198320061089,0.7762114537444934,0.1716521935957454,0.7048,0.5013,0.5278,0.409,0.5007,0.044
kpv,te,0.3578,14,47,0.0011350737797956,1328,155,8.567741935483872,0.3446196660482374,0.7762114537444934,0.3091621016714887,0.7532,0.5467,0.5145,0.4685,0.4655,0.1401
kpv,af,0.2383,39,22,0.0011350737797956,1934,155,12.477419354838707,0.203484865408243,0.7762114537444934,0.5444206589692601,0.7323,0.5718,0.5347,0.4918,0.5031,0.0941
kpv,vi,0.3744,7,54,0.0011350737797956,3000,155,19.35483870967742,0.1568043561492321,0.7762114537444934,0.6367841738318578,1.0,0.5286,0.4734,0.3141,0.4145,0.0212
kpv,ug,0.3924,3,58,0.0022701475595913,3456,155,22.296774193548387,0.4374610522567435,0.7762114537444934,0.1904581420726012,0.7048,0.4223,0.462,0.319,0.4132,0.0257
kpv,el,0.1915,53,8,0.0011350737797956,2521,155,16.26451612903226,0.2837253360022877,0.7762114537444934,0.4025574722062034,0.7699,0.3289,0.3594,0.409,0.3944,0.0227
kpv,sme,0.3549,16,45,0.0022701475595913,3122,155,20.141935483870967,0.4513223794042703,0.7762114537444934,0.175190325577714,0.6667,0.5189,0.5121,0.319,0.4706,0.1597
kpv,gl,0.2714,35,26,0.0011350737797956,3993,155,25.76129032258065,0.2302721876615389,0.7762114537444934,0.4946848036915607,0.7532,0.4406,0.4561,0.3695,0.4522,0.0107
kpv,sr,0.3636,12,49,0.0011350737797956,3891,155,25.10322580645161,0.3111760696308725,0.7762114537444934,0.3589317733674957,1.0,0.7081,0.6071,0.409,0.522,0.2576
kpv,got,0.1476,57,4,0.0011350737797956,5401,155,34.84516129032258,0.1811019353439708,0.7762114537444934,0.5878055731255915,1.0,0.8334,0.7329,0.6695,0.5849,0.1493
kpv,tr,0.3643,11,50,0.0011350737797956,5635,155,36.354838709677416,0.5061541783632045,0.7762114537444934,0.1210463420065365,0.7323,0.6081,0.592,0.4208,0.5472,0.2322
kpv,zh,0.3456,19,42,0.0011350737797956,4997,155,32.23870967741936,0.9869043288468534,0.7762114537444934,0.0736783014578879,0.7048,0.4467,0.4457,0.3695,0.4522,0.0299
kpv,ur,0.2174,45,16,0.0011350737797956,5130,155,33.096774193548384,0.1056406117958751,0.7762114537444934,0.7463271433716565,1.0,0.5811,0.5954,0.5574,0.554,0.3083
kpv,cu,0.1613,56,5,0.0192962542565266,6337,155,40.883870967741935,0.1959524016329366,0.7762114537444934,0.5588352012554543,0.6667,0.4703,0.4682,0.319,0.381,0.0526
kpv,sv,0.3391,21,40,0.0011350737797956,6026,155,38.87741935483871,0.2404336943809909,0.7762114537444934,0.4764411558615754,1.0,0.5854,0.504,0.2566,0.443,0.0446
kpv,da,0.2304,43,18,0.0011350737797956,5512,155,35.561290322580646,0.2897915761056075,0.7762114537444934,0.3927014768449549,1.0,0.576,0.5104,0.2566,0.5023,0.0887
kpv,id,0.2167,46,15,0.0022701475595913,5593,155,36.08387096774194,0.2927781145801758,0.7762114537444934,0.3878940350942169,0.7323,0.4842,0.479,0.3931,0.4904,0.0385
kpv,uk,0.4053,2,59,0.0283768444948921,5873,155,37.89032258064516,0.4399821508255243,0.7762114537444934,0.1876337795077618,0.7323,0.4027,0.431,0.319,0.5093,0.0166
kpv,fa,0.1893,54,7,0.0011350737797956,5997,155,38.69032258064516,0.15688157524207,0.7762114537444934,0.6366254128767688,0.9896,0.3847,0.4624,0.4413,0.5587,0.0915
kpv,he,0.2757,34,27,0.0011350737797956,6216,155,40.10322580645161,0.4067013046511386,0.7762114537444934,0.2266170850613584,1.0,0.5715,0.5763,0.4918,0.5468,0.0883
kpv,eu,0.311,29,32,0.0011350737797956,8993,155,58.01935483870968,0.3519527880166261,0.7762114537444934,0.2987454845861621,0.7323,0.4704,0.474,0.409,0.4132,0.066
kpv,lv,0.2318,42,19,0.0022701475595913,7703,155,49.69677419354839,0.37546297265061,0.7762114537444934,0.2665530622386717,0.6082,0.5536,0.51,0.4413,0.4278,0.0849
kpv,sl,0.2347,40,21,0.0011350737797956,8000,155,51.61290322580645,0.3676498731122853,0.7762114537444934,0.2770479597846754,1.0,0.6057,0.6197,0.535,0.5706,0.2887
kpv,hr,0.3506,17,44,0.0011350737797956,8889,155,57.3483870967742,0.2981575694863614,0.7762114537444934,0.3793094028515727,1.0,0.5105,0.5072,0.4878,0.4132,0.3785
kpv,ro,0.324,25,36,0.0011350737797956,9524,155,61.44516129032258,0.2570438554726763,0.7762114537444934,0.4473578536626776,0.805,0.4594,0.4733,0.3578,0.4655,0.0932
kpv,sk,0.3081,30,31,0.0022701475595913,10604,155,68.41290322580645,0.4130087201061381,0.7762114537444934,0.2189465586150365,0.805,0.4185,0.4504,0.4413,0.4409,0.0824
kpv,bg,0.3772,6,55,0.0510783200908059,11138,155,71.85806451612903,0.2891950325041875,0.7762114537444934,0.3936652828654267,0.7532,0.5437,0.5644,0.578,0.5943,0.1856
kpv,pt,0.3197,27,34,0.0011350737797956,12078,155,77.92258064516129,0.1985895453616555,0.7762114537444934,0.553767189434911,0.7837,0.4644,0.4733,0.3695,0.4522,0.0261
kpv,nl,0.1994,50,11,0.0011350737797956,13583,155,87.63225806451612,0.2163749886307094,0.7762114537444934,0.5201903269496909,0.8136,0.399,0.4016,0.3695,0.4316,0.0737
kpv,en,0.3254,24,37,0.0022701475595913,16622,155,107.23870967741937,0.1746279711803919,0.7762114537444934,0.6006641512632972,0.7048,0.4276,0.4544,0.2566,0.4603,0.0154
kpv,it,0.1973,51,10,0.0011350737797956,14167,155,91.4,0.2090539911907565,0.7762114537444934,0.5338843715269075,0.7532,0.6201,0.5951,0.535,0.5986,0.2562
kpv,ca,0.2001,49,12,0.0011350737797956,16678,155,107.6,0.1431069684669108,0.7762114537444934,0.6652588900768205,1.0,0.7117,0.6558,0.6213,0.5737,0.3395
kpv,hi,0.221,44,17,0.0011350737797956,16647,155,107.4,0.072831563624156,0.7762114537444934,0.8211449026312964,1.0,0.5278,0.5159,0.3695,0.438,0.3366
kpv,pl,0.3808,4,57,0.0022701475595913,17246,155,111.26451612903226,0.4049278834815912,0.7762114537444934,0.2287975498922256,0.7837,0.561,0.5317,0.4225,0.5027,0.0648
kpv,de,0.2109,48,13,0.0011350737797956,15590,155,100.58064516129032,0.2724193133980275,0.7762114537444934,0.421252684812028,0.7532,0.4678,0.4432,0.3743,0.348,0.0177
kpv,fro,0.1425,58,3,0.0011350737797956,17678,155,114.0516129032258,0.0937745835963677,0.7762114537444934,0.7729739735652535,1.0,0.4608,0.523,0.5335,0.6012,0.0739
kpv,es,0.3369,22,39,0.0011350737797956,17680,155,114.06451612903226,0.1474296839146102,0.7762114537444934,0.6562053846925332,1.0,0.6688,0.5835,0.4208,0.5418,0.2465
kpv,fr,0.2167,46,15,0.0022701475595913,16448,155,106.11612903225806,0.2057620460579268,0.7762114537444934,0.5400999950354319,0.7532,0.5492,0.5694,0.5122,0.5656,0.2159
kpv,fi,0.2765,33,28,0.0011350737797956,18723,155,120.79354838709678,0.3189427368077481,0.7762114537444934,0.3470426799139454,0.9819,0.6819,0.6486,0.4646,0.5677,0.3642
kpv,grc,0.1749,55,6,0.0011350737797956,17081,155,110.2,0.1730742274014335,0.7762114537444934,0.6037708968126908,1.0,0.7829,0.7337,0.5,0.5931,0.314
kpv,no,0.1937,52,9,0.0011350737797956,20045,155,129.32258064516128,0.1846147253241721,0.7762114537444934,0.5808867007451115,1.0,0.7404,0.6276,0.2914,0.4776,0.0561
kpv,ar,0.2534,38,23,0.0011350737797956,19738,155,127.34193548387096,4.7672168034857886e-06,0.7762114537444934,0.9999877167435725,1.0,0.7368,0.6721,0.572,0.5225,0.1203
kpv,la,0.0,60,1,0.0011350737797956,18400,155,118.70967741935485,0.1715984617000315,0.7762114537444934,0.60672914388592,1.0,0.691,0.6443,0.4745,0.5056,0.2994
kpv,et,0.2549,37,24,0.0022701475595913,26197,155,169.01290322580644,0.3337469262526225,0.7762114537444934,0.3249352474051035,1.0,0.678,0.6846,0.4745,0.5647,0.2505
kpv,ko,0.3808,4,57,0.0011350737797956,27363,155,176.53548387096774,0.2977608806802764,0.7762114537444934,0.3799391654291827,1.0,0.7361,0.6729,0.4745,0.4953,0.3213
kpv,ja,0.2333,41,20,0.0,57256,155,369.3935483870968,0.0003197953309881,0.7762114537444934,0.9991761795000887,1.0,0.7212,0.6773,0.5212,0.6335,0.3477
kpv,ru,0.4384,1,60,0.0715096481271282,61889,155,399.283870967742,0.2241205920170711,0.7762114537444934,0.5058957415027057,1.0,0.6427,0.6011,0.4646,0.5056,0.2948
kpv,cs,0.36,13,48,0.0011350737797956,87913,155,567.1806451612903,0.1727176492441835,0.7762114537444934,0.6044850134188762,1.0,0.6058,0.6176,0.5541,0.5633,0.3145
sa,bxr,0.2583,9,52,0.0021231422505307,927,230,4.030434782608696,0.6023336111441838,0.6564459930313589,0.0067950913303505,1.0,0.6533,0.6042,0.4359,0.4766,0.3511
sa,kmr,0.2569,10,51,0.0010615711252653,754,230,3.2782608695652176,0.3877346961448728,0.6564459930313589,0.16756134838518,0.9819,0.6363,0.6169,0.432,0.5408,0.2967
sa,hsb,0.2008,27,34,0.0021231422505307,646,230,2.8086956521739133,0.5423194196193881,0.6564459930313589,0.0302256432817911,1.0,0.6335,0.6165,0.4745,0.5038,0.3112
sa,kk,0.254,11,50,0.0021231422505307,1078,230,4.6869565217391305,0.6191198786039454,0.6564459930313589,0.0032331627218452,1.0,0.5838,0.6424,0.5641,0.6455,0.3208
sa,hy,0.2307,19,42,0.0021231422505307,564,230,2.4521739130434783,0.5479001354751306,0.6564459930313589,0.0273418882998597,1.0,0.6519,0.6223,0.4918,0.5395,0.3099
sa,swl,0.1085,47,14,0.0010615711252653,203,230,0.8826086956521739,0.4872907625542468,0.6564459930313589,0.0664007307701207,1.0,0.6317,0.6201,0.3881,0.5088,0.3122
sa,lt,0.2179,22,39,0.0021231422505307,263,230,1.1434782608695653,0.5654157163591126,0.6564459930313589,0.019229753711079,1.0,0.7099,0.6394,0.4513,0.4982,0.2108
sa,be,0.0937,50,11,0.0021231422505307,393,230,1.708695652173913,0.5525618374558304,0.6564459930313589,0.025043822929238,1.0,0.7345,0.6314,0.4097,0.4986,0.2427
sa,mr,0.3329999999999999,2,59,0.0063694267515923,466,230,2.026086956521739,0.5290718671000361,0.6564459930313589,0.0376499522865211,1.0,0.6795,0.6262,0.4646,0.495,0.313
sa,cop,0.1832,30,31,0.0010615711252653,514,230,2.234782608695652,0.4940717882085432,0.6564459930313589,0.061183747093459,1.0,0.6427,0.6275,0.4745,0.5118,0.325
sa,ta,0.2445,15,46,0.0021231422505307,600,230,2.608695652173913,0.5614149588826524,0.6564459930313589,0.0209571830774099,1.0,0.6167,0.5878,0.3881,0.4982,0.3022
sa,ga,0.2431,16,45,0.0021231422505307,1020,230,4.434782608695652,0.3499300699300699,0.6564459930313589,0.2180258947709562,1.0,0.6427,0.6611,0.4745,0.5731,0.1953
sa,hu,0.216,23,38,0.0021231422505307,1800,230,7.826086956521739,0.4546198320061089,0.6564459930313589,0.0945272264937435,1.0,0.6003,0.5813,0.432,0.5206,0.3091
sa,te,0.2954,5,56,0.0010615711252653,1328,230,5.773913043478261,0.3446196660482374,0.6564459930313589,0.2256459561763282,1.0,0.8416,0.7019,0.3881,0.5801,0.1267
sa,af,0.0871,51,10,0.0010615711252653,1934,230,8.408695652173913,0.203484865408243,0.6564459930313589,0.4761281543780613,1.0,0.8471,0.7276,0.6082,0.6455,0.1856
sa,vi,0.2341,18,43,0.0021231422505307,3000,230,13.043478260869565,0.1568043561492321,0.6564459930313589,0.5793209597896295,1.0,0.7665,0.6697,0.4745,0.5383,0.1285
sa,ug,0.3625,1,60,0.0021231422505307,3456,230,15.02608695652174,0.4374610522567435,0.6564459930313589,0.1112834284081455,1.0,0.6401,0.6219,0.432,0.4844,0.3009
sa,el,0.1113,46,15,0.0021231422505307,2521,230,10.960869565217392,0.2837253360022877,0.6564459930313589,0.3223806173223157,1.0,0.498,0.4873,0.2952,0.4552,0.0329
sa,sme,0.2631,7,54,0.0021231422505307,3122,230,13.57391304347826,0.4513223794042703,0.6564459930313589,0.0976412463001024,1.0,0.6569,0.6553,0.4745,0.5299,0.2964
sa,gl,0.1594,39,22,0.0021231422505307,3993,230,17.360869565217392,0.2302721876615389,0.6564459930313589,0.4214785734182282,1.0,0.7404,0.6482,0.5058,0.467,0.2816
sa,sr,0.2393,17,44,0.0021231422505307,3891,230,16.917391304347827,0.3111760696308725,0.6564459930313589,0.2766428775984266,1.0,0.7372,0.6475,0.5058,0.4768,0.2419
sa,got,0.1794,33,28,0.0010615711252653,5401,230,23.48260869565217,0.1811019353439708,0.6564459930313589,0.5243462118915474,1.0,0.6325,0.5773,0.4513,0.4564,0.3282
sa,tr,0.3059,3,58,0.0010615711252653,5635,230,24.5,0.5061541783632045,0.6564459930313589,0.0524170593724361,1.0,0.5995,0.5849,0.4745,0.5195,0.3016
sa,zh,0.2131,24,37,0.0010615711252653,4997,230,21.72608695652174,0.9869043288468534,0.6564459930313589,0.2534168098107584,0.9819,0.6167,0.6209,0.4918,0.5972,0.325
sa,ur,0.1413,42,19,0.0021231422505307,5130,230,22.30434782608696,0.1056406117958751,0.6564459930313589,0.704041639604055,1.0,0.735,0.697,0.5354,0.5623,0.2435
sa,cu,0.1717,34,27,0.0010615711252653,6337,230,27.55217391304348,0.1959524016329366,0.6564459930313589,0.492095255364983,1.0,0.6843,0.6146,0.3881,0.4534,0.3286
sa,sv,0.2127,25,36,0.0021231422505307,6026,230,26.2,0.2404336943809909,0.6564459930313589,0.4016190795255843,1.0,0.7191,0.6634,0.4918,0.5408,0.246
sa,da,0.0447,53,8,0.0021231422505307,5512,230,23.965217391304343,0.2897915761056075,0.6564459930313589,0.3119721592342832,1.0,0.6346,0.6172,0.3789,0.6195,0.1047
sa,id,0.1361,43,18,0.0021231422505307,5593,230,24.317391304347822,0.2927781145801758,0.6564459930313589,0.3069105959683869,1.0,0.4811,0.5026,0.2952,0.493,0.1168
sa,uk,0.0062,59,2,0.0021231422505307,5873,230,25.534782608695654,0.4399821508255243,0.6564459930313589,0.1087358421153711,1.0,0.6355,0.6235,0.4225,0.5338,0.3784
sa,fa,0.1327,44,17,0.0021231422505307,5997,230,26.07391304347826,0.15688157524207,0.6564459930313589,0.579141906729079,1.0,0.5935,0.5833,0.4225,0.4444,0.372
sa,he,0.1451,41,20,0.0021231422505307,6216,230,27.026086956521738,0.4067013046511386,0.6564459930313589,0.1447419826513693,1.0,0.6977,0.5975,0.4918,0.4766,0.1665
sa,eu,0.2521,13,48,0.0021231422505307,8993,230,39.1,0.3519527880166261,0.6564459930313589,0.2151578557700944,1.0,0.642,0.6328,0.432,0.5038,0.333
sa,lv,0.039,54,7,0.0021231422505307,7703,230,33.49130434782609,0.37546297265061,0.6564459930313589,0.1832154736605989,1.0,0.6199,0.6285,0.5058,0.5801,0.3677
sa,sl,0.0533,52,9,0.0021231422505307,8000,230,34.78260869565217,0.3676498731122853,0.6564459930313589,0.1935462247897259,1.0,0.618,0.6467,0.5058,0.5839,0.3026
sa,hr,0.245,14,47,0.0021231422505307,8889,230,38.64782608695652,0.2981575694863614,0.6564459930313589,0.2978979734909289,1.0,0.7076,0.6034,0.2914,0.499,0.0755
sa,ro,0.2217,20,41,0.0021231422505307,9524,230,41.40869565217391,0.2570438554726763,0.6564459930313589,0.37018836623953,1.0,0.7792,0.6642,0.3881,0.5056,0.135
sa,sk,0.1827,31,30,0.0021231422505307,10604,230,46.10434782608696,0.4130087201061381,0.6564459930313589,0.1375232556509615,1.0,0.5563,0.5473,0.432,0.493,0.0732
sa,bg,0.1984,28,33,0.0021231422505307,11138,230,48.426086956521736,0.2891950325041875,0.6564459930313589,0.3129881371275388,1.0,0.6662,0.5977,0.4097,0.4528,0.3402
sa,pt,0.2536,12,49,0.0021231422505307,12078,230,52.51304347826087,0.1985895453616555,0.6564459930313589,0.4864751553338104,1.0,0.5844,0.5582,0.4359,0.5253,0.3211
sa,nl,0.0994,49,12,0.0021231422505307,13583,230,59.05652173913043,0.2163749886307094,0.6564459930313589,0.4494149399055361,1.0,0.6318,0.6515,0.5058,0.5496,0.2785
