Target lang,Transfer lang,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
hebr1245,esto1258,0.9724,0.5335,0.5424,0.39,0.5077,0.1313
hebr1245,poli1260,1.0,0.5335,0.5689,0.427,0.6276,0.1085
hebr1245,dutc1256,1.0,0.5196,0.537,0.432,0.5448,0.1362
hebr1245,port1283,1.0,0.4361,0.5,0.4576,0.5958,0.1479
hebr1245,lati1261,1.0,0.5062,0.5364,0.427,0.5877,0.0954
hebr1245,stan1290,1.0,0.4781,0.5153,0.3776,0.6082,0.1358
hebr1245,stan1295,1.0,0.4765,0.4916,0.3064,0.4672,0.1107
hebr1245,hind1269,1.0,0.5947,0.5932,0.3776,0.5629,0.1663
hebr1245,stan1289,1.0,0.4887,0.5336,0.427,0.58,0.1237
hebr1245,ital1282,1.0,0.4772,0.5326,0.4816,0.6332,0.0969
hebr1245,stan1293,1.0,0.6058,0.6074,0.4576,0.5549,0.1521
hebr1245,finn1318,1.0,0.5044,0.5314,0.427,0.552,0.1529
hebr1245,bulg1262,1.0,0.4859,0.5432,0.4477,0.6063,0.0665
hebr1245,slov1268,1.0,0.5121,0.552,0.4477,0.572,0.0988
hebr1245,slov1269,1.0,0.7433,0.72,0.5859,0.7078,0.0969
hebr1245,roma1327,1.0,0.4298,0.492,0.427,0.5456,0.0792
hebr1245,croa1245,1.0,0.5558,0.6023,0.5032,0.5988,0.0909
hebr1245,stan1318,0.5765,0.4722,0.4948,0.5348,0.6074,0.038
hebr1245,latv1249,1.0,0.5471,0.5567,0.4816,0.5779,0.121
hebr1245,ukra1253,1.0,0.4583,0.4916,0.4816,0.5415,0.0859
hebr1245,indo1316,1.0,0.5486,0.575,0.5096,0.4995,0.3343
hebr1245,dani1285,1.0,0.5392,0.5698,0.427,0.5947,0.1346
hebr1245,swed1254,1.0,0.496,0.5423,0.4576,0.6144,0.1394
hebr1245,mand1415,1.0,0.6022,0.6265,0.4034,0.565,0.275
ukra1253,czec1258,0.631,0.4256,0.3905,0.195,0.3804,0.029
ukra1253,russ1263,0.2952,0.3691,0.3869,0.195,0.385,0.1354
ukra1253,norw1258,0.8718,0.4372,0.5223,0.4576,0.6226,0.066
ukra1253,stan1288,0.9176,0.4422,0.4688,0.2736,0.5275,0.0896
ukra1253,kore1280,1.0,0.6055,0.5914,0.5609,0.5861,0.2988
ukra1253,esto1258,0.9766,0.4236,0.442,0.2736,0.4805,0.0515
ukra1253,poli1260,0.5903,0.4494,0.4603,0.1864,0.4504,0.0239
ukra1253,dutc1256,0.9047,0.498,0.4885,0.3455,0.4527,0.0593
ukra1253,port1283,0.9139,0.4265,0.4051,0.2566,0.4048,0.0951
ukra1253,lati1261,0.8718,0.4531,0.4239,0.3277,0.4236,0.048
ukra1253,stan1290,0.9176,0.4915,0.4709,0.3776,0.4596,0.068
ukra1253,stan1295,0.8831,0.4372,0.4617,0.4034,0.4605,0.0363
ukra1253,hind1269,0.8919,0.5093,0.5197,0.3776,0.5252,0.2066
ukra1253,stan1289,0.9097,0.4795,0.4428,0.1864,0.4021,0.0732
ukra1253,ital1282,0.9047,0.4557,0.4198,0.0,0.3926,0.0442
ukra1253,stan1293,0.9047,0.5904,0.5599,0.2566,0.4661,0.0762
ukra1253,finn1318,1.0,0.4643,0.463,0.3277,0.4906,0.0756
ukra1253,bulg1262,0.631,0.4724,0.4674,0.195,0.4367,0.0222
ukra1253,slov1268,0.5903,0.3536,0.3839,0.195,0.404,0.0312
ukra1253,slov1269,0.5903,0.7377,0.7139,0.5859,0.6792,0.0172
ukra1253,roma1327,0.8989,0.459,0.4192,0.1864,0.3519,0.0082
ukra1253,croa1245,0.6614,0.5371,0.523,0.2804,0.4263,0.0274
ukra1253,stan1318,1.0,0.5493,0.482,0.195,0.4299,0.1139
ukra1253,latv1249,0.6545,0.4315,0.3979,0.2736,0.3566,0.0397
ukra1253,hebr1245,1.0,0.4583,0.4916,0.4816,0.5415,0.0859
ukra1253,indo1316,1.0,0.5719,0.5487,0.3277,0.404,0.3719
ukra1253,dani1285,0.8831,0.4804,0.4559,0.3277,0.3753,0.0524
ukra1253,swed1254,0.8831,0.4969,0.509,0.3695,0.5227,0.0563
ukra1253,mand1415,1.0,0.5467,0.5983,0.4835,0.5883,0.2677
indo1316,czec1258,1.0,0.6535,0.6168,0.3862,0.4724,0.391
indo1316,russ1263,1.0,0.5993,0.6002,0.3862,0.503,0.2915
indo1316,norw1258,1.0,0.5328,0.547,0.4878,0.5251,0.3987
indo1316,stan1288,1.0,0.5573,0.5326,0.427,0.4627,0.4247
indo1316,kore1280,1.0,0.6727,0.617,0.5096,0.4569,0.2106
indo1316,esto1258,0.9705,0.5723,0.5095,0.3277,0.2992,0.3764
indo1316,poli1260,1.0,0.5617,0.5359,0.2617,0.3821,0.3846
indo1316,dutc1256,1.0,0.5906,0.5655,0.3881,0.4829,0.4091
indo1316,port1283,1.0,0.5156,0.5142,0.3141,0.4158,0.4299
indo1316,lati1261,1.0,0.6215,0.5731,0.3729,0.3374,0.396
indo1316,stan1290,1.0,0.5833,0.5723,0.4161,0.4688,0.4158
indo1316,stan1295,1.0,0.5727,0.5487,0.439,0.4906,0.396
indo1316,hind1269,1.0,0.6578,0.6006,0.4161,0.4816,0.1999
indo1316,stan1289,1.0,0.553,0.515,0.2617,0.3295,0.4152
indo1316,ital1282,1.0,0.5674,0.5512,0.3277,0.4312,0.3956
indo1316,stan1293,1.0,0.6388,0.5882,0.3141,0.4546,0.4185
indo1316,finn1318,1.0,0.5935,0.536,0.3729,0.4034,0.3776
indo1316,bulg1262,1.0,0.5347,0.5165,0.3862,0.4918,0.3682
indo1316,slov1268,1.0,0.5993,0.5796,0.3862,0.4413,0.3914
indo1316,slov1269,1.0,0.7746,0.7457,0.5641,0.6746,0.3835
indo1316,roma1327,1.0,0.5423,0.5002,0.3729,0.3931,0.3714
indo1316,croa1245,1.0,0.5181,0.4675,0.3333,0.3797,0.3869
indo1316,stan1318,1.0,0.6414,0.5911,0.3862,0.3743,0.3053
indo1316,latv1249,1.0,0.6322,0.575,0.427,0.3358,0.3761
indo1316,hebr1245,1.0,0.5486,0.575,0.5096,0.4995,0.3343
indo1316,ukra1253,1.0,0.5719,0.5487,0.3277,0.404,0.3719
indo1316,dani1285,1.0,0.6404,0.5706,0.3729,0.3259,0.4009
indo1316,swed1254,1.0,0.6082,0.5973,0.409,0.5303,0.3878
indo1316,mand1415,1.0,0.5523,0.5483,0.439,0.5185,0.2096
dani1285,czec1258,0.8934,0.4888,0.4609,0.2677,0.4204,0.028
dani1285,russ1263,0.8691,0.5202,0.5024,0.2677,0.4254,0.1584
dani1285,norw1258,0.4788,0.4177,0.4944,0.3141,0.5609,0.0236
dani1285,stan1288,0.9248,0.5048,0.5224,0.427,0.4878,0.073
dani1285,kore1280,1.0,0.6126,0.5939,0.5829,0.5052,0.3098
dani1285,esto1258,0.9744,0.5029,0.4652,0.1864,0.3374,0.0434
dani1285,poli1260,0.8831,0.5,0.4933,0.2617,0.4094,0.0289
dani1285,dutc1256,0.7323,0.3923,0.4343,0.3881,0.4183,0.0178
dani1285,port1283,0.9214,0.434,0.4106,0.3141,0.3048,0.0711
dani1285,lati1261,0.8831,0.5453,0.5044,0.3729,0.404,0.0599
dani1285,stan1290,0.9248,0.4484,0.4465,0.4161,0.3789,0.0377
dani1285,stan1295,0.6667,0.4459,0.4752,0.3548,0.4481,0.0298
dani1285,hind1269,0.9014,0.5493,0.5201,0.4161,0.4816,0.2469
dani1285,stan1289,0.9176,0.4633,0.4099,0.2617,0.2607,0.0619
dani1285,ital1282,0.9131,0.4508,0.4326,0.3277,0.3444,0.0549
dani1285,stan1293,0.7323,0.5357,0.5321,0.3141,0.4332,0.0292
dani1285,finn1318,1.0,0.5378,0.4966,0.2617,0.4034,0.0582
dani1285,bulg1262,0.8934,0.5333,0.5081,0.2677,0.4225,0.07
dani1285,slov1268,0.8831,0.4341,0.4259,0.2677,0.3578,0.0424
dani1285,slov1269,0.8831,0.7396,0.719,0.5641,0.6746,0.0393
dani1285,roma1327,0.9078,0.4808,0.4749,0.3729,0.3931,0.0577
dani1285,croa1245,0.9014,0.6189,0.5349,0.3333,0.3483,0.0493
dani1285,stan1318,1.0,0.6046,0.5649,0.3862,0.4084,0.1635
dani1285,latv1249,0.8485,0.4676,0.4338,0.1864,0.2986,0.0395
dani1285,hebr1245,1.0,0.5392,0.5698,0.427,0.5947,0.1346
dani1285,ukra1253,0.8831,0.4804,0.4559,0.3277,0.3753,0.0524
dani1285,indo1316,1.0,0.6404,0.5706,0.3729,0.3259,0.4009
dani1285,swed1254,0.3729,0.3228,0.4089,0.3141,0.4697,0.0301
dani1285,mand1415,1.0,0.5978,0.6066,0.439,0.5762,0.2832
swed1254,czec1258,0.8934,0.5181,0.5311,0.319,0.573,0.0459
swed1254,russ1263,0.8691,0.5127,0.5443,0.319,0.578,0.1338
swed1254,norw1258,0.4788,0.4231,0.4692,0.2513,0.4852,0.017
swed1254,stan1288,0.9248,0.4698,0.541,0.4576,0.6215,0.1022
swed1254,kore1280,1.0,0.645,0.5984,0.4576,0.5026,0.2862
swed1254,esto1258,0.9744,0.4939,0.5069,0.2566,0.5026,0.0172
swed1254,poli1260,0.8831,0.5349,0.5494,0.3141,0.5444,0.0366
swed1254,dutc1256,0.7323,0.3392,0.3986,0.238,0.46,0.0477
swed1254,port1283,0.9214,0.4265,0.4681,0.3578,0.493,0.1005
swed1254,lati1261,0.8831,0.5876,0.5718,0.3141,0.5463,0.0826
swed1254,stan1290,0.9248,0.44,0.4598,0.3743,0.4845,0.0676
swed1254,stan1295,0.6667,0.4087,0.4361,0.3021,0.426,0.0527
swed1254,hind1269,0.9014,0.5839,0.5732,0.4477,0.5473,0.2326
swed1254,stan1289,0.9176,0.4564,0.4848,0.3141,0.5094,0.0904
swed1254,ital1282,0.9131,0.4557,0.5047,0.3695,0.5422,0.0774
swed1254,stan1293,0.7323,0.5126,0.5513,0.3578,0.5242,0.0557
swed1254,finn1318,1.0,0.5415,0.5052,0.1789,0.4418,0.0286
swed1254,bulg1262,0.8934,0.512,0.5335,0.319,0.5343,0.0778
swed1254,slov1268,0.8831,0.5011,0.5281,0.319,0.5107,0.0623
swed1254,slov1269,0.8831,0.7377,0.7058,0.5426,0.6221,0.0516
swed1254,roma1327,0.9078,0.4852,0.5208,0.409,0.551,0.0639
swed1254,croa1245,0.9014,0.5945,0.5782,0.3743,0.566,0.0667
swed1254,stan1318,1.0,0.6188,0.5917,0.4208,0.5522,0.1632
swed1254,latv1249,0.8485,0.5346,0.5423,0.3695,0.5427,0.0216
swed1254,hebr1245,1.0,0.496,0.5423,0.4576,0.6144,0.1394
swed1254,ukra1253,0.8831,0.4969,0.509,0.3695,0.5227,0.0563
swed1254,indo1316,1.0,0.6082,0.5973,0.409,0.5303,0.3878
swed1254,dani1285,0.3729,0.3228,0.4089,0.3141,0.4697,0.0301
swed1254,mand1415,1.0,0.6216,0.6253,0.4685,0.5902,0.2593
mand1415,czec1258,1.0,0.6584,0.6781,0.5273,0.6367,0.2837
mand1415,russ1263,1.0,0.5828,0.633,0.5273,0.6065,0.1449
mand1415,norw1258,1.0,0.5548,0.5862,0.4685,0.5859,0.2709
mand1415,stan1288,1.0,0.5973,0.6244,0.4835,0.5941,0.3363
mand1415,kore1280,1.0,0.5008,0.5578,0.4835,0.5505,0.0436
mand1415,esto1258,0.9791,0.5621,0.5833,0.4835,0.5351,0.2471
mand1415,poli1260,1.0,0.5573,0.5915,0.439,0.552,0.2726
mand1415,dutc1256,1.0,0.6079,0.6025,0.3789,0.5837,0.2974
mand1415,port1283,1.0,0.5448,0.5939,0.4685,0.5869,0.3376
mand1415,lati1261,1.0,0.6002,0.6293,0.5114,0.5982,0.3066
mand1415,stan1290,1.0,0.6717,0.638,0.33,0.5726,0.3122
mand1415,stan1295,1.0,0.5777,0.5875,0.3445,0.5902,0.2915
mand1415,hind1269,1.0,0.5773,0.5963,0.4078,0.5786,0.1605
mand1415,stan1289,1.0,0.5774,0.5948,0.439,0.5706,0.3246
mand1415,ital1282,1.0,0.5584,0.6155,0.4835,0.6245,0.3036
mand1415,stan1293,1.0,0.6488,0.6443,0.4685,0.5926,0.3047
mand1415,finn1318,1.0,0.5937,0.6096,0.439,0.5823,0.2377
mand1415,bulg1262,1.0,0.5167,0.571,0.5273,0.5762,0.2756
mand1415,slov1268,1.0,0.5934,0.6199,0.5273,0.5945,0.2921
mand1415,slov1269,1.0,0.7414,0.7211,0.5212,0.6306,0.279
mand1415,roma1327,1.0,0.5966,0.597,0.439,0.5585,0.2715
mand1415,croa1245,1.0,0.6022,0.614,0.4949,0.5941,0.2901
mand1415,stan1318,1.0,0.731,0.7145,0.5273,0.5865,0.2567
mand1415,latv1249,1.0,0.6186,0.6474,0.4835,0.6124,0.2523
mand1415,hebr1245,1.0,0.6022,0.6265,0.4034,0.565,0.275
mand1415,ukra1253,1.0,0.5467,0.5983,0.4835,0.5883,0.2677
mand1415,indo1316,1.0,0.5523,0.5483,0.439,0.5185,0.2096
mand1415,dani1285,1.0,0.5978,0.6066,0.439,0.5762,0.2832
mand1415,swed1254,1.0,0.6216,0.6253,0.4685,0.5902,0.2593
