Task lang,Aux lang,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
russ1264,finn1318,1.0,0.6231,0.5203,0.2677,0.4608,0.1843
russ1264,anci1242,1.0,0.5936,0.5282,0.3862,0.3117,0.2453
russ1264,norw1258,1.0,0.6023,0.563,0.4208,0.5696,0.2195
russ1264,stan1318,1.0,0.7052,0.5827,0.4097,0.2733,0.2234
russ1264,lati1261,1.0,0.6043,0.529,0.3862,0.3549,0.2604
russ1264,esto1258,0.9766,0.6162,0.5069,0.195,0.3939,0.1946
russ1264,kore1280,1.0,0.537,0.5054,0.5348,0.4441,0.0943
russ1264,nucl1643,1.0,0.5096,0.4963,0.4788,0.4608,0.1194
russ1264,russ1263,1.0,0.6265,0.5695,0.2871,0.5319,0.0921
russ1264,czec1258,1.0,0.5955,0.535,0.2871,0.4643,0.2345
nort2641,russ1264,1.0,0.5588,0.5283,0.3918,0.516,0.2012
nort2641,uppe1395,0.8919,0.7983,0.7435,0.5,0.6391,0.1119
nort2641,kaza1248,1.0,0.7201,0.6637,0.6082,0.5745,0.0828
nort2641,nucl1235,0.86,0.6506,0.5788,0.4225,0.4757,0.0156
nort2641,swed1236,1.0,0.7983,0.7435,0.5,0.6391,0.1262
nort2641,lith1251,0.86,0.5761,0.5514,0.3918,0.5156,0.1012
nort2641,bela1254,0.879,0.6027,0.5788,0.3918,0.5097,0.092
nort2641,mara1378,0.8003,0.6612,0.6178,0.3918,0.5819,0.157
nort2641,copt1239,1.0,0.6704,0.6333,0.4745,0.5781,0.0567
nort2641,tami1289,1.0,0.6595,0.5878,0.3881,0.5752,0.1848
nort2641,iris1253,0.9087,0.635,0.5563,0.3325,0.5052,0.1704
nort2641,hung1274,1.0,0.6291,0.5776,0.3881,0.5414,0.0904
nort2641,telu1262,1.0,0.6501,0.5833,0.3455,0.5743,0.1675
nort2641,afri1274,0.9087,0.7389,0.6611,0.4759,0.5354,0.2592
nort2641,viet1252,1.0,0.7203,0.6237,0.4097,0.4986,0.2518
nort2641,uigh1240,1.0,0.6049,0.5483,0.4745,0.5564,0.1286
nort2641,mode1248,0.8919,0.6338,0.5999,0.432,0.5492,0.068
nort2641,nort2671,1.0,0.6353,0.5936,0.4788,0.5727,0.1512
nort2641,gali1258,0.9273,0.6292,0.5863,0.3418,0.5473,0.1722
nort2641,serb1264,0.9087,0.5494,0.5273,0.3455,0.523,0.0798
nort2641,goth1244,0.8278,0.5327,0.5213,0.3455,0.516,0.0632
nort2641,nucl1301,1.0,0.646,0.5673,0.432,0.5051,0.0387
nort2641,mand1415,1.0,0.7181,0.6474,0.4513,0.5353,0.2416
nort2641,urdu1245,0.8155,0.5796,0.5077,0.3418,0.4932,0.1073
nort2641,chur1257,0.8919,0.7983,0.7435,0.5,0.6391,0.0761
nort2641,swed1254,0.9014,0.6737,0.6178,0.4225,0.5964,0.1266
nort2641,dani1285,0.9014,0.6959,0.6045,0.3881,0.4626,0.1305
nort2641,indo1316,1.0,0.6317,0.5652,0.3881,0.4397,0.3185
nort2641,ukra1253,0.8919,0.61,0.5408,0.3455,0.4531,0.0801
nort2641,west2369,0.6128,0.5517,0.4997,0.2914,0.4452,0.0601
nort2641,hebr1245,1.0,0.6008,0.5791,0.432,0.5322,0.0405
nort2641,basq1248,0.9724,0.6561,0.6122,0.3881,0.5473,0.1524
nort2641,latv1249,0.86,0.6396,0.5791,0.432,0.4965,0.1062
nort2641,slov1268,0.8919,0.5998,0.572,0.3918,0.5263,0.1037
nort2641,croa1245,0.9087,0.5287,0.5231,0.4359,0.5019,0.0965
nort2641,roma1327,0.9147,0.5982,0.4986,0.2952,0.4225,0.0766
nort2641,slov1269,0.8919,0.7983,0.7435,0.5,0.6391,0.0956
nort2641,bulg1262,0.9014,0.5799,0.5414,0.3918,0.5291,0.0688
nort2641,port1283,0.9273,0.6218,0.5655,0.3418,0.5045,0.162
nort2641,dutc1256,0.9196,0.6511,0.5527,0.3325,0.4871,0.1372
nort2641,stan1293,0.9196,0.7296,0.6297,0.3418,0.4991,0.1535
nort2641,ital1282,0.9196,0.6243,0.5845,0.3455,0.539,0.1081
nort2641,stan1289,0.9237,0.655,0.5779,0.2952,0.4831,0.138
nort2641,hind1269,0.8155,0.6389,0.5731,0.2817,0.524,0.1405
nort2641,poli1260,0.8919,0.6125,0.5784,0.2952,0.48,0.1029
nort2641,stan1295,0.9014,0.6291,0.5345,0.3789,0.493,0.1132
nort2641,oldf1239,0.9304,0.5243,0.5342,0.4359,0.5428,0.142
nort2641,stan1288,0.9304,0.6163,0.5698,0.432,0.5644,0.1533
nort2641,stan1290,0.9304,0.6765,0.582,0.3661,0.5284,0.1425
nort2641,finn1318,1.0,0.6548,0.5783,0.3881,0.5349,0.1334
nort2641,anci1242,0.879,0.6427,0.5874,0.3881,0.4757,0.0762
nort2641,norw1258,0.8919,0.6154,0.5868,0.4918,0.6064,0.1399
nort2641,stan1318,1.0,0.5948,0.5698,0.3918,0.5294,0.0415
nort2641,lati1261,0.8919,0.6312,0.5886,0.3881,0.523,0.1085
nort2641,esto1258,0.9724,0.6763,0.5884,0.3455,0.523,0.1146
nort2641,kore1280,1.0,0.6925,0.6482,0.572,0.597,0.2777
nort2641,nucl1643,1.0,0.7016,0.6178,0.4646,0.5156,0.3003
nort2641,russ1263,0.879,0.6386,0.5984,0.3918,0.5149,0.119
nort2641,czec1258,0.9014,0.5657,0.542,0.3918,0.5104,0.1078
uppe1395,russ1264,1.0,0.7725,0.7468,0.6082,0.7279,0.2325
uppe1395,nort2641,0.8919,0.7983,0.7435,0.5,0.6391,0.1119
uppe1395,kaza1248,1.0,0.8983,0.862,0.7323,0.7722,0.1597
uppe1395,nucl1235,0.8337,0.7181,0.7019,0.5426,0.6792,0.1084
uppe1395,swed1236,1.0,0.0,0.0,0.0,0.0,0.0356
uppe1395,lith1251,0.6545,0.7341,0.7009,0.6082,0.6566,0.0318
uppe1395,bela1254,0.5319,0.7341,0.7129,0.6082,0.7078,0.0327
uppe1395,mara1378,0.8831,0.747,0.7139,0.6082,0.6348,0.2539
uppe1395,copt1239,1.0,0.7684,0.7435,0.6082,0.6792,0.1136
uppe1395,tami1289,1.0,0.7664,0.7221,0.5641,0.6263,0.2808
uppe1395,iris1253,0.8919,0.747,0.6979,0.5,0.6137,0.0621
uppe1395,hung1274,1.0,0.7251,0.6989,0.5641,0.6522,0.0253
uppe1395,telu1262,1.0,0.7546,0.6989,0.5859,0.5689,0.2632
uppe1395,afri1274,0.8919,0.6342,0.6415,0.5,0.6435,0.3121
uppe1395,viet1252,1.0,0.7829,0.7337,0.5,0.5931,0.3217
uppe1395,uigh1240,1.0,0.8274,0.7873,0.6082,0.7438,0.1916
uppe1395,mode1248,0.8718,0.713,0.6989,0.5859,0.6981,0.0522
uppe1395,nort2671,1.0,0.7725,0.7593,0.6545,0.7605,0.0814
uppe1395,gali1258,0.9139,0.7164,0.6931,0.5426,0.6611,0.0793
uppe1395,serb1264,0.6614,0.7766,0.757,0.5859,0.7127,0.0392
uppe1395,goth1244,0.7952,0.7766,0.7628,0.5859,0.7279,0.0506
uppe1395,nucl1301,1.0,0.7396,0.7019,0.5859,0.6263,0.078
uppe1395,mand1415,1.0,0.7414,0.7211,0.5212,0.6306,0.2821
uppe1395,urdu1245,0.8919,0.7851,0.7337,0.5426,0.6096,0.2092
uppe1395,chur1257,0.5903,0.0,0.0,0.0,0.0,0.0432
uppe1395,swed1254,0.8831,0.7377,0.7058,0.5426,0.6221,0.04
uppe1395,dani1285,0.8831,0.7396,0.719,0.5641,0.6746,0.0217
uppe1395,indo1316,1.0,0.7746,0.7457,0.5641,0.6746,0.3924
uppe1395,ukra1253,0.5903,0.7377,0.7139,0.5859,0.6792,0.0327
uppe1395,west2369,0.8919,0.747,0.7088,0.5212,0.6611,0.1684
uppe1395,hebr1245,1.0,0.7433,0.72,0.5859,0.7078,0.1141
uppe1395,basq1248,0.9766,0.7323,0.7098,0.5641,0.6611,0.0606
uppe1395,latv1249,0.6545,0.7527,0.72,0.5859,0.7029,0.037
uppe1395,slov1268,0.5903,0.7359,0.7098,0.6082,0.6746,0.0229
uppe1395,croa1245,0.6614,0.8052,0.7748,0.631,0.6885,0.0287
uppe1395,roma1327,0.8989,0.7527,0.7252,0.5641,0.6611,0.037
uppe1395,slov1269,0.4097,0.0,0.0,0.0,0.0,0.0179
uppe1395,bulg1262,0.631,0.7624,0.7305,0.6082,0.6478,0.0488
uppe1395,port1283,0.9139,0.7216,0.6921,0.5426,0.6391,0.0715
uppe1395,dutc1256,0.9047,0.7269,0.6931,0.5,0.6137,0.0271
uppe1395,stan1293,0.9047,0.6597,0.6459,0.5426,0.6054,0.044
uppe1395,ital1282,0.9047,0.7199,0.7019,0.5859,0.6792,0.0379
uppe1395,stan1289,0.9097,0.7147,0.695,0.5641,0.6522,0.0549
uppe1395,hind1269,0.8919,0.7269,0.6759,0.4788,0.5451,0.2341
uppe1395,poli1260,0.4097,0.7028,0.6759,0.5641,0.6655,0.0124
uppe1395,stan1295,0.8831,0.7508,0.7139,0.5212,0.6221,0.0132
uppe1395,oldf1239,0.9176,0.7664,0.7605,0.631,0.7384,0.0445
uppe1395,stan1288,0.9176,0.7585,0.7326,0.5859,0.6885,0.0695
uppe1395,stan1290,0.9176,0.7451,0.696,0.4788,0.6096,0.0396
uppe1395,finn1318,1.0,0.7605,0.7242,0.5641,0.6566,0.0671
uppe1395,anci1242,0.8564,0.7062,0.6999,0.5641,0.7127,0.0575
uppe1395,norw1258,0.8718,0.7508,0.7078,0.5426,0.5972,0.0418
uppe1395,stan1318,1.0,0.7624,0.7326,0.6082,0.7332,0.144
uppe1395,lati1261,0.8718,0.7062,0.7028,0.5641,0.7127,0.0432
uppe1395,esto1258,0.9766,0.7644,0.7402,0.5859,0.7127,0.0461
uppe1395,kore1280,1.0,0.7323,0.7119,0.5859,0.6792,0.3105
uppe1395,nucl1643,1.0,0.7451,0.7098,0.5641,0.6566,0.329
uppe1395,russ1263,0.5319,0.7359,0.7038,0.6082,0.6933,0.1537
uppe1395,czec1258,0.4788,0.7546,0.72,0.6082,0.6839,0.0066
kaza1248,russ1264,1.0,0.6994,0.6252,0.5,0.359,0.1284
kaza1248,nort2641,1.0,0.7201,0.6637,0.6082,0.5745,0.0828
kaza1248,uppe1395,1.0,0.8983,0.862,0.7323,0.7722,0.1597
kaza1248,nucl1235,1.0,0.7578,0.7024,0.6695,0.5159,0.0718
kaza1248,swed1236,1.0,0.8983,0.862,0.7323,0.7722,0.1559
kaza1248,lith1251,1.0,0.7434,0.7125,0.6172,0.5793,0.1356
kaza1248,bela1254,1.0,0.7659,0.7099,0.6172,0.496,0.1303
kaza1248,mara1378,1.0,0.754,0.6994,0.6172,0.5797,0.116
kaza1248,copt1239,1.0,0.8807,0.7481,0.6172,0.577,0.1368
kaza1248,tami1289,1.0,0.7074,0.6603,0.5533,0.5641,0.1494
kaza1248,iris1253,1.0,0.8682,0.7419,0.6082,0.5789,0.2131
kaza1248,hung1274,1.0,0.7733,0.7233,0.6545,0.5849,0.1473
kaza1248,telu1262,1.0,0.7218,0.687,0.529,0.6224,0.1251
kaza1248,afri1274,1.0,0.827,0.7436,0.6082,0.5416,0.3027
kaza1248,viet1252,1.0,0.8471,0.7276,0.6082,0.6455,0.1856
kaza1248,uigh1240,0.5804,0.595,0.5446,0.5,0.2952,0.0476
kaza1248,mode1248,1.0,0.8634,0.7761,0.6373,0.5795,0.1352
kaza1248,nort2671,1.0,0.8039,0.6753,0.5641,0.2786,0.1572
kaza1248,gali1258,1.0,0.8213,0.7197,0.5741,0.5152,0.2294
kaza1248,serb1264,1.0,0.7743,0.6672,0.6373,0.4474,0.1424
kaza1248,goth1244,1.0,0.7743,0.6346,0.529,0.359,0.1167
kaza1248,nucl1301,0.5354,0.738,0.7024,0.6373,0.5897,0.1122
kaza1248,mand1415,1.0,0.7593,0.6717,0.5922,0.5588,0.1675
kaza1248,urdu1245,1.0,0.681,0.6555,0.5741,0.6075,0.077
kaza1248,chur1257,1.0,0.8983,0.862,0.7323,0.7722,0.1401
kaza1248,swed1254,1.0,0.8511,0.7351,0.5741,0.5944,0.1537
kaza1248,dani1285,1.0,0.8501,0.7132,0.5533,0.4918,0.1712
kaza1248,indo1316,1.0,0.8275,0.6825,0.5533,0.4918,0.2715
kaza1248,ukra1253,1.0,0.8293,0.7463,0.6373,0.577,0.1329
kaza1248,west2369,1.0,0.8005,0.7232,0.6827,0.5449,0.0719
kaza1248,hebr1245,1.0,0.8258,0.7314,0.529,0.5309,0.1208
kaza1248,basq1248,0.9744,0.7674,0.7223,0.6545,0.601,0.211
kaza1248,latv1249,1.0,0.8424,0.7408,0.6373,0.5058,0.136
kaza1248,slov1268,1.0,0.8305,0.7407,0.6172,0.5541,0.1619
kaza1248,croa1245,1.0,0.7709,0.6642,0.5933,0.5319,0.1569
kaza1248,roma1327,1.0,0.8424,0.736,0.6545,0.5734,0.1341
kaza1248,slov1269,1.0,0.8983,0.862,0.7323,0.7722,0.1489
kaza1248,bulg1262,1.0,0.763,0.6907,0.6172,0.5634,0.1336
kaza1248,port1283,1.0,0.8388,0.7293,0.5741,0.5476,0.2208
kaza1248,dutc1256,1.0,0.8147,0.7197,0.6082,0.5789,0.1837
kaza1248,stan1293,1.0,0.8834,0.7708,0.5741,0.5879,0.1977
kaza1248,ital1282,1.0,0.7985,0.7386,0.6373,0.577,0.1715
kaza1248,stan1289,1.0,0.8626,0.7356,0.5533,0.529,0.2
kaza1248,hind1269,1.0,0.7501,0.709,0.6224,0.641,0.0875
kaza1248,poli1260,1.0,0.8096,0.7425,0.5533,0.5673,0.1483
kaza1248,stan1295,1.0,0.7975,0.6994,0.5922,0.5692,0.1665
kaza1248,oldf1239,1.0,0.759,0.6621,0.5933,0.4208,0.198
kaza1248,stan1288,1.0,0.8622,0.7485,0.6373,0.5632,0.2151
kaza1248,stan1290,1.0,0.8912,0.7523,0.6224,0.5835,0.1954
kaza1248,finn1318,1.0,0.7894,0.688,0.5533,0.5222,0.1445
kaza1248,anci1242,1.0,0.8075,0.7224,0.6545,0.4474,0.1474
kaza1248,norw1258,1.0,0.7975,0.7056,0.5741,0.5964,0.1695
kaza1248,stan1318,1.0,0.9071,0.768,0.7211,0.4359,0.1024
kaza1248,lati1261,1.0,0.8075,0.7197,0.5533,0.4856,0.1736
kaza1248,esto1258,0.9744,0.8105,0.6789,0.529,0.4062,0.1378
kaza1248,kore1280,1.0,0.7451,0.6824,0.6373,0.4832,0.2068
kaza1248,nucl1643,1.0,0.7323,0.675,0.5533,0.5222,0.2316
kaza1248,russ1263,1.0,0.8086,0.7459,0.6172,0.5558,0.0586
kaza1248,czec1258,1.0,0.7944,0.7218,0.6172,0.5397,0.1585
nucl1235,russ1264,1.0,0.5747,0.5308,0.4208,0.5288,0.1886
nucl1235,nort2641,0.86,0.6506,0.5788,0.4225,0.4757,0.0156
nucl1235,uppe1395,0.8337,0.7181,0.7019,0.5426,0.6792,0.1084
nucl1235,kaza1248,1.0,0.7578,0.7024,0.6695,0.5159,0.0718
nucl1235,swed1236,1.0,0.7181,0.7019,0.5426,0.6792,0.1187
nucl1235,lith1251,0.7837,0.5027,0.4811,0.319,0.4906,0.0936
nucl1235,bela1254,0.8136,0.5346,0.4902,0.319,0.3748,0.0849
nucl1235,mara1378,0.8485,0.5715,0.5547,0.4208,0.5448,0.1568
nucl1235,copt1239,1.0,0.698,0.6286,0.5049,0.5203,0.0704
nucl1235,tami1289,1.0,0.6088,0.5671,0.4878,0.5747,0.186
nucl1235,iris1253,0.86,0.6217,0.5806,0.4225,0.5339,0.1672
nucl1235,hung1274,1.0,0.5009,0.4907,0.409,0.4756,0.0889
nucl1235,telu1262,1.0,0.5778,0.5491,0.4576,0.5673,0.1671
nucl1235,afri1274,0.86,0.6811,0.6294,0.4918,0.512,0.2718
nucl1235,viet1252,1.0,0.7191,0.6634,0.4918,0.5408,0.246
nucl1235,uigh1240,1.0,0.628,0.5492,0.5049,0.4637,0.1172
nucl1235,mode1248,0.8337,0.5354,0.5337,0.3695,0.5346,0.0698
nucl1235,nort2671,1.0,0.5861,0.5281,0.4259,0.4495,0.1403
nucl1235,gali1258,0.8886,0.4777,0.4968,0.4413,0.5056,0.1735
nucl1235,serb1264,0.86,0.5775,0.527,0.3695,0.4528,0.0801
nucl1235,goth1244,0.7323,0.5775,0.5587,0.4576,0.5018,0.0588
nucl1235,nucl1301,1.0,0.5232,0.4959,0.3695,0.4963,0.0426
nucl1235,mand1415,1.0,0.5511,0.5795,0.4685,0.5308,0.2308
nucl1235,urdu1245,0.86,0.5827,0.574,0.5132,0.5577,0.1074
nucl1235,chur1257,0.8337,0.7181,0.7019,0.5426,0.6792,0.0768
nucl1235,swed1254,0.8485,0.548,0.5683,0.4413,0.5797,0.1185
nucl1235,dani1285,0.8485,0.5444,0.5063,0.409,0.404,0.1257
nucl1235,indo1316,1.0,0.6584,0.5975,0.4878,0.404,0.3172
nucl1235,ukra1253,0.8337,0.548,0.5166,0.3695,0.4726,0.0767
nucl1235,west2369,0.86,0.602,0.4986,0.3021,0.3203,0.0643
nucl1235,hebr1245,1.0,0.5784,0.5546,0.3695,0.4911,0.055
nucl1235,basq1248,0.9819,0.5585,0.5244,0.1789,0.4592,0.1536
nucl1235,latv1249,0.7837,0.571,0.4924,0.3695,0.3566,0.0978
nucl1235,slov1268,0.8337,0.5516,0.5189,0.319,0.4569,0.1032
nucl1235,croa1245,0.86,0.6122,0.5516,0.3743,0.4263,0.0965
nucl1235,roma1327,0.8691,0.516,0.4807,0.3141,0.3812,0.0746
nucl1235,slov1269,0.8337,0.7181,0.7019,0.5426,0.6792,0.0931
nucl1235,bulg1262,0.8485,0.5162,0.5054,0.319,0.5052,0.0695
nucl1235,port1283,0.8886,0.5287,0.5249,0.4413,0.4975,0.1635
nucl1235,dutc1256,0.8767,0.5486,0.5437,0.4225,0.5339,0.1341
nucl1235,stan1293,0.8767,0.6576,0.6207,0.4413,0.5064,0.1503
nucl1235,ital1282,0.8767,0.512,0.5178,0.3695,0.5203,0.1098
nucl1235,stan1289,0.8831,0.5124,0.5038,0.409,0.4522,0.1401
nucl1235,hind1269,0.86,0.5584,0.5174,0.3743,0.5081,0.1376
nucl1235,poli1260,0.8337,0.544,0.5418,0.409,0.5204,0.0983
nucl1235,stan1295,0.8485,0.5641,0.5277,0.3021,0.4819,0.1113
nucl1235,oldf1239,0.8934,0.5184,0.5189,0.3743,0.5064,0.142
nucl1235,stan1288,0.8934,0.5702,0.5421,0.4576,0.5037,0.1557
nucl1235,stan1290,0.8934,0.6343,0.5738,0.3743,0.5006,0.1415
nucl1235,finn1318,1.0,0.5552,0.5012,0.409,0.4676,0.1227
nucl1235,anci1242,0.8136,0.4792,0.4717,0.409,0.4236,0.0804
nucl1235,norw1258,0.8337,0.5426,0.5547,0.5132,0.589,0.1328
nucl1235,stan1318,1.0,0.6569,0.5976,0.4208,0.4901,0.0551
nucl1235,lati1261,0.8337,0.5093,0.4995,0.4878,0.4528,0.1109
nucl1235,esto1258,0.9819,0.5691,0.4958,0.3695,0.3926,0.1053
nucl1235,kore1280,1.0,0.5174,0.5261,0.6019,0.5429,0.2671
nucl1235,nucl1643,1.0,0.522,0.5244,0.4878,0.5129,0.2899
nucl1235,russ1263,0.8136,0.5413,0.5086,0.319,0.4693,0.1045
nucl1235,czec1258,0.8485,0.5115,0.4864,0.319,0.4882,0.1049
swed1236,russ1264,1.0,0.7725,0.7468,0.6082,0.7279,0.2114
swed1236,nort2641,1.0,0.7983,0.7435,0.5,0.6391,0.1262
swed1236,uppe1395,1.0,0.0,0.0,0.0,0.0,0.0356
swed1236,kaza1248,1.0,0.8983,0.862,0.7323,0.7722,0.1559
swed1236,nucl1235,1.0,0.7181,0.7019,0.5426,0.6792,0.1187
swed1236,lith1251,1.0,0.7341,0.7009,0.6082,0.6566,0.0262
swed1236,bela1254,1.0,0.7341,0.7129,0.6082,0.7078,0.0356
swed1236,mara1378,1.0,0.747,0.7139,0.6082,0.6348,0.2571
swed1236,copt1239,1.0,0.7684,0.7435,0.6082,0.6792,0.1403
swed1236,tami1289,1.0,0.7664,0.7221,0.5641,0.6263,0.2853
swed1236,iris1253,1.0,0.747,0.6979,0.5,0.6137,0.0654
swed1236,hung1274,1.0,0.7251,0.6989,0.5641,0.6522,0.0558
swed1236,telu1262,1.0,0.7546,0.6989,0.5859,0.5689,0.2659
swed1236,afri1274,1.0,0.6342,0.6415,0.5,0.6435,0.3373
swed1236,viet1252,1.0,0.7829,0.7337,0.5,0.5931,0.3127
swed1236,uigh1240,1.0,0.8274,0.7873,0.6082,0.7438,0.181
swed1236,mode1248,1.0,0.713,0.6989,0.5859,0.6981,0.0796
swed1236,nort2671,1.0,0.7725,0.7593,0.6545,0.7605,0.0464
swed1236,gali1258,1.0,0.7164,0.6931,0.5426,0.6611,0.1007
swed1236,serb1264,1.0,0.7766,0.757,0.5859,0.7127,0.0686
swed1236,goth1244,1.0,0.7766,0.7628,0.5859,0.7279,0.0665
swed1236,nucl1301,1.0,0.7396,0.7019,0.5859,0.6263,0.099
swed1236,mand1415,1.0,0.7414,0.7211,0.5212,0.6306,0.2631
swed1236,urdu1245,1.0,0.7851,0.7337,0.5426,0.6096,0.2145
swed1236,chur1257,1.0,0.0,0.0,0.0,0.0,0.0719
swed1236,swed1254,1.0,0.7377,0.7058,0.5426,0.6221,0.005
swed1236,dani1285,1.0,0.7396,0.719,0.5641,0.6746,0.0252
swed1236,indo1316,1.0,0.7746,0.7457,0.5641,0.6746,0.3897
swed1236,ukra1253,1.0,0.7377,0.7139,0.5859,0.6792,0.0539
swed1236,west2369,1.0,0.747,0.7088,0.5212,0.6611,0.179
swed1236,hebr1245,1.0,0.7433,0.72,0.5859,0.7078,0.1376
swed1236,basq1248,0.9819,0.7323,0.7098,0.5641,0.6611,0.0863
swed1236,latv1249,1.0,0.7527,0.72,0.5859,0.7029,0.0222
swed1236,slov1268,1.0,0.7359,0.7098,0.6082,0.6746,0.0581
swed1236,croa1245,1.0,0.8052,0.7748,0.631,0.6885,0.0628
swed1236,roma1327,1.0,0.7527,0.7252,0.5641,0.6611,0.0614
swed1236,slov1269,1.0,0.0,0.0,0.0,0.0,0.0481
swed1236,bulg1262,1.0,0.7624,0.7305,0.6082,0.6478,0.0752
swed1236,port1283,1.0,0.7216,0.6921,0.5426,0.6391,0.0957
swed1236,dutc1256,1.0,0.7269,0.6931,0.5,0.6137,0.0428
swed1236,stan1293,1.0,0.6597,0.6459,0.5426,0.6054,0.0513
swed1236,ital1282,1.0,0.7199,0.7019,0.5859,0.6792,0.073
swed1236,stan1289,1.0,0.7147,0.695,0.5641,0.6522,0.0855
swed1236,hind1269,1.0,0.7269,0.6759,0.4788,0.5451,0.2344
swed1236,poli1260,1.0,0.7028,0.6759,0.5641,0.6655,0.0331
swed1236,stan1295,1.0,0.7508,0.7139,0.5212,0.6221,0.0481
swed1236,oldf1239,1.0,0.7664,0.7605,0.631,0.7384,0.0705
swed1236,stan1288,1.0,0.7585,0.7326,0.5859,0.6885,0.0974
swed1236,stan1290,1.0,0.7451,0.696,0.4788,0.6096,0.0627
swed1236,finn1318,1.0,0.7605,0.7242,0.5641,0.6566,0.0335
swed1236,anci1242,1.0,0.7062,0.6999,0.5641,0.7127,0.0885
swed1236,norw1258,1.0,0.7508,0.7078,0.5426,0.5972,0.0151
swed1236,stan1318,1.0,0.7624,0.7326,0.6082,0.7332,0.1624
swed1236,lati1261,1.0,0.7062,0.7028,0.5641,0.7127,0.0782
swed1236,esto1258,0.9819,0.7644,0.7402,0.5859,0.7127,0.0204
swed1236,kore1280,1.0,0.7323,0.7119,0.5859,0.6792,0.29
swed1236,nucl1643,1.0,0.7451,0.7098,0.5641,0.6566,0.308
swed1236,russ1263,1.0,0.7359,0.7038,0.6082,0.6933,0.1375
swed1236,czec1258,1.0,0.7546,0.72,0.6082,0.6839,0.0416
lith1251,russ1264,1.0,0.5584,0.5202,0.2871,0.5138,0.2046
lith1251,nort2641,0.86,0.5761,0.5514,0.3918,0.5156,0.1012
lith1251,uppe1395,0.6545,0.7341,0.7009,0.6082,0.6566,0.0318
lith1251,kaza1248,1.0,0.7434,0.7125,0.6172,0.5793,0.1356
lith1251,nucl1235,0.7837,0.5027,0.4811,0.319,0.4906,0.0936
lith1251,swed1236,1.0,0.7341,0.7009,0.6082,0.6566,0.0262
lith1251,bela1254,0.6082,0.3729,0.3842,0.0,0.4286,0.0098
lith1251,mara1378,0.8485,0.5866,0.5564,0.2871,0.5408,0.2366
lith1251,copt1239,1.0,0.6581,0.6136,0.4097,0.5344,0.1184
lith1251,tami1289,1.0,0.5715,0.547,0.3862,0.5698,0.2652
lith1251,iris1253,0.86,0.5537,0.5268,0.3918,0.4761,0.0839
lith1251,hung1274,1.0,0.5316,0.4927,0.2677,0.4287,0.0398
lith1251,telu1262,1.0,0.5722,0.5197,0.3433,0.4843,0.2457
lith1251,afri1274,0.86,0.64,0.5986,0.3918,0.4887,0.3221
lith1251,viet1252,1.0,0.691,0.6443,0.4745,0.5056,0.2994
lith1251,uigh1240,1.0,0.634,0.5649,0.4097,0.5317,0.1649
lith1251,mode1248,0.8337,0.5026,0.4982,0.195,0.5009,0.0587
lith1251,nort2671,1.0,0.5075,0.4969,0.2952,0.5216,0.0622
lith1251,gali1258,0.8886,0.4258,0.4656,0.319,0.5421,0.1094
lith1251,serb1264,0.7125,0.5099,0.5093,0.195,0.4955,0.05
lith1251,goth1244,0.7323,0.5362,0.5412,0.3433,0.5138,0.0415
lith1251,nucl1301,1.0,0.5353,0.5034,0.195,0.4959,0.0748
lith1251,mand1415,1.0,0.5964,0.6417,0.5273,0.6333,0.2558
lith1251,urdu1245,0.86,0.5677,0.57,0.5049,0.5551,0.1924
lith1251,chur1257,0.6545,0.7341,0.7009,0.6082,0.6566,0.0525
lith1251,swed1254,0.8485,0.5608,0.5493,0.319,0.5211,0.0268
lith1251,dani1285,0.8485,0.5126,0.4848,0.2677,0.4034,0.0384
lith1251,indo1316,1.0,0.6369,0.6045,0.3862,0.4766,0.3759
lith1251,ukra1253,0.6545,0.4442,0.4223,0.195,0.4436,0.032
lith1251,west2369,0.86,0.5537,0.5281,0.359,0.4795,0.1551
lith1251,hebr1245,1.0,0.5827,0.5827,0.4477,0.6169,0.1144
lith1251,basq1248,0.9819,0.5708,0.5529,0.2677,0.5219,0.0916
lith1251,latv1249,0.0,0.4135,0.3766,0.195,0.3847,0.0078
lith1251,slov1268,0.6545,0.4096,0.4067,0.0,0.429,0.0486
lith1251,croa1245,0.7125,0.5588,0.5123,0.2048,0.3666,0.0501
lith1251,roma1327,0.8691,0.5419,0.5184,0.2677,0.4795,0.0402
lith1251,slov1269,0.6545,0.7341,0.7009,0.6082,0.6566,0.0337
lith1251,bulg1262,0.6875,0.4944,0.464,0.0,0.3638,0.054
lith1251,port1283,0.8886,0.4368,0.4446,0.319,0.454,0.1022
lith1251,dutc1256,0.8767,0.5494,0.5403,0.3918,0.4954,0.0534
lith1251,stan1293,0.8767,0.6589,0.6017,0.319,0.4694,0.0673
lith1251,ital1282,0.8767,0.4533,0.4638,0.195,0.4906,0.0646
lith1251,stan1289,0.8831,0.4882,0.4672,0.2677,0.4737,0.0859
lith1251,hind1269,0.86,0.4949,0.4991,0.4196,0.5129,0.2142
lith1251,poli1260,0.6545,0.459,0.473,0.2677,0.4933,0.0211
lith1251,stan1295,0.8485,0.5459,0.5295,0.359,0.5022,0.044
lith1251,oldf1239,0.8934,0.4838,0.5007,0.2048,0.4903,0.0756
lith1251,stan1288,0.8934,0.5645,0.5495,0.3433,0.5404,0.1005
